energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.682,100.036,0.75,latin,-3.825,0.112,0.618,Beéle,4,0.0945,79,https://api.spotify.com/v1/tracks/60u6hcpH5Qm1M3xESdNBrB,spotify:track:60u6hcpH5Qm1M3xESdNBrB,Frente al Mar,Viva Latino,https://api.spotify.com/v1/audio-analysis/60u6hcpH5Qm1M3xESdNBrB,60u6hcpH5Qm1M3xESdNBrB,Frente al Mar,2024.0,1.28e-06,0Wf0E2diHQJRdkPR12BcXs,1,10,165178,0.168,60u6hcpH5Qm1M3xESdNBrB,modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.873,97.96,0.621,indie,-3.067,0.0824,0.873,Tame Impala,4,0.0369,79,https://api.spotify.com/v1/tracks/5hM5arv9KDbCHS0k9uqwjr,spotify:track:5hM5arv9KDbCHS0k9uqwjr,The Slow Rush,Australian Indie,https://api.spotify.com/v1/audio-analysis/5hM5arv9KDbCHS0k9uqwjr,5hM5arv9KDbCHS0k9uqwjr,Borderline,2020.0,9.1e-06,31qVWUdRrlb8thMvts0yYL,0,5,237800,0.0406,5hM5arv9KDbCHS0k9uqwjr,australian,audio_features,37i9dQZF1EIcLyY4fNNQaC
0.162,184.784,0.459,latin,-11.634,0.137,0.483,"Yami Safdie, Lasso",3,0.0425,79,https://api.spotify.com/v1/tracks/0EhmTBq33eARyOz3SIi4P2,spotify:track:0EhmTBq33eARyOz3SIi4P2,En Otra Vida,Viva Latino,https://api.spotify.com/v1/audio-analysis/0EhmTBq33eARyOz3SIi4P2,0EhmTBq33eARyOz3SIi4P2,En Otra Vida,2024.0,0.0,2YB2eziTKgn9bnRz7prmoP,1,0,153609,0.929,0EhmTBq33eARyOz3SIi4P2,modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.798,116.032,0.796,pop,-6.312,0.0952,0.942,"Elton John, Dua Lipa, PNAU",4,0.0317,79,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,Cold Heart (PNAU Remix),Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,2021.0,4.19e-05,5D8Rdb09BkmHscEGSWAlA6,1,1,202735,0.034,6zSpb8dQRaw0M1dK8PBwQz,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.512,96.02,0.803,gaming,-6.871,0.0928,0.435,Bryson Tiller,4,0.066,78,https://api.spotify.com/v1/tracks/57wp7VFnV8X0pSVnYArGeJ,spotify:track:57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/57wp7VFnV8X0pSVnYArGeJ,57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,2024.0,0.0,60s0PMYFJhe34io9HuyUXf,0,9,161342,0.128,57wp7VFnV8X0pSVnYArGeJ,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.782,108.038,0.875,k-pop,-3.905,0.113,0.906,"ZICO, JENNIE",4,0.078,78,https://api.spotify.com/v1/tracks/1SS0WlKhJewviwEDZ6dWj0,spotify:track:1SS0WlKhJewviwEDZ6dWj0,SPOT!,K-Pop Daebak,https://api.spotify.com/v1/audio-analysis/1SS0WlKhJewviwEDZ6dWj0,1SS0WlKhJewviwEDZ6dWj0,SPOT!,2024.0,0.0,3K3C9JjwCGQAzj3Bu7BUaI,0,5,167707,0.151,1SS0WlKhJewviwEDZ6dWj0,modern,audio_features,1bNuDsel3P60p11Z7vfHMR
0.53,108.038,0.63,pop,-7.259,0.177,0.417,"Meghan Trainor, John Legend",3,0.0434,78,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,spotify:track:2YlZnw2ikdb837oKMKjBkW,Title (Deluxe),Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/2YlZnw2ikdb837oKMKjBkW,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),2015.0,0.0,5W98Ab4VvQEuFEE4TIe5fE,1,0,225053,0.4,2YlZnw2ikdb837oKMKjBkW,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.522,110.427,0.75,latin,-7.018,0.0743,0.601,"Marc Seguí, Rauw Alejandro, Pol Granch",4,0.0293,78,https://api.spotify.com/v1/tracks/4OwhwvKESFtuu06dTgct7i,spotify:track:4OwhwvKESFtuu06dTgct7i,Tiroteo (Remix),Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/4OwhwvKESFtuu06dTgct7i,4OwhwvKESFtuu06dTgct7i,Tiroteo - Remix,2021.0,0.0,2Ke07jWpOWaNVYpNMmXt7C,1,9,321556,0.282,4OwhwvKESFtuu06dTgct7i,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.84,129.042,0.612,pop,-3.145,0.116,0.438,"Swedish House Mafia, John Martin",4,0.0509,78,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,spotify:track:2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child,Throwback Party,https://api.spotify.com/v1/audio-analysis/2V65y3PX4DkRhy1djlxd9p,2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,2012.0,0.0,3RKhRsifs4RWrqvWV1YpPY,0,11,212862,0.112,2V65y3PX4DkRhy1djlxd9p,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.687,117.008,0.778,brazilian,-8.568,0.356,0.839,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",4,0.105,78,https://api.spotify.com/v1/tracks/7IFsTX5H1sWcEl8joV0IdD,spotify:track:7IFsTX5H1sWcEl8joV0IdD,THE BOX MEDLEY FUNK 2,Brazilian Funk,https://api.spotify.com/v1/audio-analysis/7IFsTX5H1sWcEl8joV0IdD,7IFsTX5H1sWcEl8joV0IdD,THE BOX MEDLEY FUNK 2,2024.0,0.0105,0dW6ozKchun19vdN4BSIUy,0,11,266667,0.578,7IFsTX5H1sWcEl8joV0IdD,funk,audio_features,6G1N7RXO7gOGfFKlRyjl8G
0.684,166.976,0.832,hip-hop,-4.691,0.229,0.68,"GloRilla, Sexyy Red",4,0.359,78,https://api.spotify.com/v1/tracks/5xeSd4HgzrYpNLEf3LfYLK,spotify:track:5xeSd4HgzrYpNLEf3LfYLK,GLORIOUS,RapCaviar,https://api.spotify.com/v1/audio-analysis/5xeSd4HgzrYpNLEf3LfYLK,5xeSd4HgzrYpNLEf3LfYLK,WHATCHU KNO ABOUT ME (feat. Sexyy Red),2024.0,0.0,4dUAojdnh5Bcho1n8bPSO0,1,1,149461,0.00449,5xeSd4HgzrYpNLEf3LfYLK,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd
0.928,127.939,0.571,pop,-3.725,0.297,0.488,Linkin Park,4,0.0453,78,https://api.spotify.com/v1/tracks/2HBBM75Xv3o2Mqdyh1NcM0,spotify:track:2HBBM75Xv3o2Mqdyh1NcM0,From Zero,Global Top 50,https://api.spotify.com/v1/audio-analysis/2HBBM75Xv3o2Mqdyh1NcM0,2HBBM75Xv3o2Mqdyh1NcM0,Heavy Is the Crown,2024.0,0.0,4R6FV9NSzhPihHR0h4pI93,0,4,167012,0.00932,2HBBM75Xv3o2Mqdyh1NcM0,global,audio_features,37i9dQZEVXbMDoHDwVN2tF
0.669,130.05,0.949,brazilian,-3.922,0.169,0.843,"Mc Pogba, DJ Guih Da ZO",4,0.222,78,https://api.spotify.com/v1/tracks/6hZGsChumRhWG24OEh698c,spotify:track:6hZGsChumRhWG24OEh698c,Ela Joga na Hora,Brazilian Funk,https://api.spotify.com/v1/audio-analysis/6hZGsChumRhWG24OEh698c,6hZGsChumRhWG24OEh698c,Ela Joga na Hora,2024.0,0.000592,30Ytb0PG1tOv7JiKOTBK2v,0,2,132923,0.36,6hZGsChumRhWG24OEh698c,funk,audio_features,6G1N7RXO7gOGfFKlRyjl8G
0.45,178.765,0.597,pop,-6.658,0.382,0.537,"Ariana Grande, Justin Bieber",3,0.0418,78,https://api.spotify.com/v1/tracks/4HBZA5flZLE435QTztThqH,spotify:track:4HBZA5flZLE435QTztThqH,Stuck with U,Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/4HBZA5flZLE435QTztThqH,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),2020.0,0.0,5mUdh6YWnUvf0MfklEk1oi,1,8,228482,0.223,4HBZA5flZLE435QTztThqH,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.488,136.07,0.752,pop,-7.05,0.0936,0.533,Halsey,4,0.0705,78,https://api.spotify.com/v1/tracks/6FZDfxM3a3UCqtzo5pxSLZ,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Manic,Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/6FZDfxM3a3UCqtzo5pxSLZ,6FZDfxM3a3UCqtzo5pxSLZ,Without Me,2020.0,9.2e-06,68enXe5XcJdciSDAZr0Alr,1,6,201661,0.293,6FZDfxM3a3UCqtzo5pxSLZ,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.895,124.994,0.803,k-pop,-2.888,0.154,0.757,NewJeans,4,0.0623,78,https://api.spotify.com/v1/tracks/38tXZcL1gZRfbqfOG0VMTH,spotify:track:38tXZcL1gZRfbqfOG0VMTH,How Sweet,K-Pop Daebak,https://api.spotify.com/v1/audio-analysis/38tXZcL1gZRfbqfOG0VMTH,38tXZcL1gZRfbqfOG0VMTH,How Sweet,2024.0,5.67e-06,0EhZEM4RRz0yioTgucDhJq,1,1,219027,0.0816,38tXZcL1gZRfbqfOG0VMTH,modern,audio_features,1bNuDsel3P60p11Z7vfHMR
0.728,140.041,0.774,k-pop,-5.079,0.0473,0.461,BABYMONSTER,4,0.169,78,https://api.spotify.com/v1/tracks/1njlnn8ZKHI77Pe9szIONR,spotify:track:1njlnn8ZKHI77Pe9szIONR,BABYMONS7ER,K-Pop Daebak,https://api.spotify.com/v1/audio-analysis/1njlnn8ZKHI77Pe9szIONR,1njlnn8ZKHI77Pe9szIONR,SHEESH,2024.0,0.0,0eSbsl3j8jz96LC2NCLPc4,1,2,170357,0.113,1njlnn8ZKHI77Pe9szIONR,modern,audio_features,1bNuDsel3P60p11Z7vfHMR
0.394,96.192,0.421,pop,-8.312,0.0984,0.399,Rio Romeo,3,0.0277,78,https://api.spotify.com/v1/tracks/0EF1EE8zusg3Y869e56JFd,spotify:track:0EF1EE8zusg3Y869e56JFd,Good God!,Bedroom Pop,https://api.spotify.com/v1/audio-analysis/0EF1EE8zusg3Y869e56JFd,0EF1EE8zusg3Y869e56JFd,Nothing's New,2022.0,4.74e-06,3fIxJzinc2MADbgfkLrmYY,1,11,211000,0.863,0EF1EE8zusg3Y869e56JFd,bedroom,audio_features,37i9dQZF1DXcxvFzl58uP7
0.452,90.026,0.904,gaming,-7.272,0.115,0.613,Tommy Richman,4,0.132,78,https://api.spotify.com/v1/tracks/6jlG8gBPNAgBgoivw2Ig09,spotify:track:6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/6jlG8gBPNAgBgoivw2Ig09,6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,2024.0,0.0,4WvcBQIZXspq4MYyEPNem2,1,9,130944,0.174,6jlG8gBPNAgBgoivw2Ig09,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.627,155.865,0.687,latin,-4.975,0.0893,0.47,"Rauw Alejandro, Romeo Santos",4,0.181,78,https://api.spotify.com/v1/tracks/1YYfyJ2yCvGFCxwjsIqEK9,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,Cosa Nuestra,Viva Latino,https://api.spotify.com/v1/audio-analysis/1YYfyJ2yCvGFCxwjsIqEK9,1YYfyJ2yCvGFCxwjsIqEK9,Khé?,2024.0,0.0,0aX0UXrHG2ceYIxTQcqJdA,1,7,206066,0.326,1YYfyJ2yCvGFCxwjsIqEK9,modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.401,111.825,0.677,pop,-8.467,0.116,0.195,Niall Horan,4,0.0308,78,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,Flicker (Deluxe),Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS,0qvzXomUDJVaUboy2wMfiS,This Town,2017.0,0.0,7ahctQBwcSxDdP0fRAPo2p,1,9,232852,0.712,0qvzXomUDJVaUboy2wMfiS,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.692,79.899,0.623,arabic,-5.122,0.153,0.566,Juice WRLD,4,0.0504,78,https://api.spotify.com/v1/tracks/6iaSML1PIYq936g62BDtBq,spotify:track:6iaSML1PIYq936g62BDtBq,Death Race For Love (Bonus Track Version),Arab X,https://api.spotify.com/v1/audio-analysis/6iaSML1PIYq936g62BDtBq,6iaSML1PIYq936g62BDtBq,Robbery,2019.0,0.0,1btu0SV2DOI5HoFsvUd78F,1,2,240051,0.328,6iaSML1PIYq936g62BDtBq,modern,audio_features,3gZgGRvDn9tTUy8n7699pD
0.354,160.037,0.741,hip-hop,-10.603,0.118,0.583,Childish Gambino,4,0.0837,78,https://api.spotify.com/v1/tracks/3vQ4T78TTMOjQXGfXVKQJo,spotify:track:3vQ4T78TTMOjQXGfXVKQJo,"""Awaken, My Love!""",Chill Hop,https://api.spotify.com/v1/audio-analysis/3vQ4T78TTMOjQXGfXVKQJo,3vQ4T78TTMOjQXGfXVKQJo,Redbone,2016.0,0.00577,4JCybsNZUXWrK2Jpyn12Ni,1,1,326933,0.181,3vQ4T78TTMOjQXGfXVKQJo,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.923,136.01,0.602,punk,-3.763,0.0561,0.765,Paramore,4,0.044,78,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,spotify:track:1yjY7rpaAQvKwpdUliHx0d,Paramore,Pop Punk Powerhouses,https://api.spotify.com/v1/audio-analysis/1yjY7rpaAQvKwpdUliHx0d,1yjY7rpaAQvKwpdUliHx0d,Still into You,2013.0,0.0,4sgYpkIASM1jVlNC8Wp9oF,1,5,216013,0.0098,1yjY7rpaAQvKwpdUliHx0d,pop punk,audio_features,72GgLgQ63eUHG3CyCv42Ju
0.174,112.672,0.681,pop,-8.745,0.0983,0.231,Calum Scott,4,0.0315,78,https://api.spotify.com/v1/tracks/2BOqDYLOJBiMOXShCV1neZ,spotify:track:2BOqDYLOJBiMOXShCV1neZ,Only Human (Deluxe),Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/2BOqDYLOJBiMOXShCV1neZ,2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,2018.0,3.35e-05,6Vip5A5NmEazvKuxj6GLYf,1,1,260285,0.837,2BOqDYLOJBiMOXShCV1neZ,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.736,127.999,0.579,electronic,-3.863,0.198,0.613,Avicii,4,0.0527,78,https://api.spotify.com/v1/tracks/2P4OICZRVAQcYAV2JReRfj,spotify:track:2P4OICZRVAQcYAV2JReRfj,Stories,EDM Hits,https://api.spotify.com/v1/audio-analysis/2P4OICZRVAQcYAV2JReRfj,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,2015.0,0.0,7dqftJ3kas6D0VAdmt3k3V,0,6,230613,0.31,2P4OICZRVAQcYAV2JReRfj,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.643,139.948,0.831,gaming,-5.002,0.084,0.142,Kendrick Lamar,4,0.11,78,https://api.spotify.com/v1/tracks/77DRzu7ERs0TX3roZcre7Q,spotify:track:77DRzu7ERs0TX3roZcre7Q,euphoria,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/77DRzu7ERs0TX3roZcre7Q,77DRzu7ERs0TX3roZcre7Q,euphoria,2024.0,0.0,32bR4LcEc1PvJEhaKoo4ZN,1,1,383639,0.046,77DRzu7ERs0TX3roZcre7Q,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.567,75.965,0.574,hip-hop,-7.126,0.258,0.526,"JID, 21 Savage, Baby Tate",4,0.465,78,https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u,spotify:track:1udwFobQ1JoOdWPQrp2b6u,The Forever Story (Extended Version),Gangster Rap,https://api.spotify.com/v1/audio-analysis/1udwFobQ1JoOdWPQrp2b6u,1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),2022.0,0.0,4rJDCELWL0fjdmN9Gn4f4g,0,7,229938,0.164,1udwFobQ1JoOdWPQrp2b6u,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.592,159.98,0.82,hip-hop,-7.002,0.121,0.4,King Von,4,0.29,78,https://api.spotify.com/v1/tracks/7fEoXCZTZFosUFvFQg1BmW,spotify:track:7fEoXCZTZFosUFvFQg1BmW,Levon James,Gangster Rap,https://api.spotify.com/v1/audio-analysis/7fEoXCZTZFosUFvFQg1BmW,7fEoXCZTZFosUFvFQg1BmW,Took Her To The O,2020.0,4.71e-06,1ZRAeQ6zsPJ5W1K3DvpRpP,1,1,196180,0.0149,7fEoXCZTZFosUFvFQg1BmW,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.789,91.911,0.757,latin,-3.46,0.0717,0.464,"Mora, Feid",4,0.0583,78,https://api.spotify.com/v1/tracks/5jt25aFjW2kNoBqaEVaz5W,spotify:track:5jt25aFjW2kNoBqaEVaz5W,MICRODOSIS,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/5jt25aFjW2kNoBqaEVaz5W,5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,2022.0,0.0,0QLDQG7Jx78rEUDW03IhHC,0,5,202174,0.307,5jt25aFjW2kNoBqaEVaz5W,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.814,124.921,0.707,pop,-4.509,0.168,0.717,Rihanna,4,0.0577,78,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,spotify:track:2VOomzT6VavJOGBeySqaMc,Good Girl Gone Bad: Reloaded,Throwback Party,https://api.spotify.com/v1/audio-analysis/2VOomzT6VavJOGBeySqaMc,2VOomzT6VavJOGBeySqaMc,Disturbia,2008.0,0.0,3JSWZWeTHF4HDGt5Eozdy7,0,11,238627,0.0861,2VOomzT6VavJOGBeySqaMc,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.788,120.076,0.748,pop,-7.055,0.0863,0.884,Maroon 5,4,0.0334,78,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,spotify:track:2iuZJX9X9P0GKaE93xcPjk,V,Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/2iuZJX9X9P0GKaE93xcPjk,2iuZJX9X9P0GKaE93xcPjk,Sugar,2014.0,0.0,2Auw0pTT6EcQdvHNimhLQI,1,1,235493,0.0591,2iuZJX9X9P0GKaE93xcPjk,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.394,117.489,0.689,r&b,-10.102,0.0859,0.382,Brent Faiyaz,3,0.065,78,https://api.spotify.com/v1/tracks/5NijSs5dAwaIybq1GaRTIe,spotify:track:5NijSs5dAwaIybq1GaRTIe,Poison,R&B Hits,https://api.spotify.com/v1/audio-analysis/5NijSs5dAwaIybq1GaRTIe,5NijSs5dAwaIybq1GaRTIe,Poison,2016.0,0.000905,17dsllSewkPuKbkGWU4chD,0,2,212992,0.711,5NijSs5dAwaIybq1GaRTIe,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7
0.546,104.996,0.742,pop,-7.694,0.115,0.868,Clairo,4,0.0315,78,https://api.spotify.com/v1/tracks/6UFivO2zqqPFPoQYsEMuCc,spotify:track:6UFivO2zqqPFPoQYsEMuCc,Immunity,Bedroom Pop,https://api.spotify.com/v1/audio-analysis/6UFivO2zqqPFPoQYsEMuCc,6UFivO2zqqPFPoQYsEMuCc,Bags,2019.0,0.38,4kkVGtCqE2NiAKosri9Rnd,1,1,260520,0.172,6UFivO2zqqPFPoQYsEMuCc,bedroom,audio_features,37i9dQZF1DXcxvFzl58uP7
0.344,65.203,0.583,r&b,-8.765,0.143,0.581,Brent Faiyaz,3,0.0559,78,https://api.spotify.com/v1/tracks/2J6OF7CkpdQGSfm1wdclqn,spotify:track:2J6OF7CkpdQGSfm1wdclqn,Fuck The World,R&B Hits,https://api.spotify.com/v1/audio-analysis/2J6OF7CkpdQGSfm1wdclqn,2J6OF7CkpdQGSfm1wdclqn,Clouded,2020.0,0.0,3vi20DRHkqv4HyVg9Rt9wC,1,2,110129,0.774,2J6OF7CkpdQGSfm1wdclqn,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7
0.626,143.01,0.819,hip-hop,-4.574,0.167,0.415,"21 Savage, Metro Boomin",4,0.202,78,https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,SAVAGE MODE II,Gangster Rap,https://api.spotify.com/v1/audio-analysis/5SWnsxjhdcEDc7LJjq9UHk,5SWnsxjhdcEDc7LJjq9UHk,Runnin,2020.0,0.101,6wTyGUWGCilBFZ837k5aRi,0,10,195906,0.00748,5SWnsxjhdcEDc7LJjq9UHk,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.422,119.964,0.53,pop,-6.262,0.107,0.349,Miley Cyrus,4,0.0342,78,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,Bangerz (Deluxe Version),Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,2013.0,0.0,3RDqXDc1bAETps54MSSOW0,1,5,221360,0.407,2vwlzO0Qp8kfEtzTsCXfyE,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.764,169.928,0.591,pop,-5.484,0.103,0.478,"The Kid LAROI, Justin Bieber",4,0.0483,78,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),2021.0,0.0,4QLAtpLNUsHEYrcHXmMIZZ,1,1,141806,0.0383,5HCyWlXZPP0y6Gqq8TgA20,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.534,93.924,0.832,arabic,-7.813,0.165,0.116,Polo G,4,0.253,78,https://api.spotify.com/v1/tracks/1VLtjHwRWOVJiE5Py7JxoQ,spotify:track:1VLtjHwRWOVJiE5Py7JxoQ,THE GOAT,Arab X,https://api.spotify.com/v1/audio-analysis/1VLtjHwRWOVJiE5Py7JxoQ,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,2020.0,0.0,39xhYyNNDatQtgKw2KdXMz,0,1,132833,0.345,1VLtjHwRWOVJiE5Py7JxoQ,modern,audio_features,3gZgGRvDn9tTUy8n7699pD
0.815,123.063,0.636,electronic,-5.098,0.163,0.636,"Robin Schulz, Francesco Yates",4,0.0581,78,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w,spotify:track:5tf1VVWniHgryyumXyJM7w,Sugar,EDM Hits,https://api.spotify.com/v1/audio-analysis/5tf1VVWniHgryyumXyJM7w,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),2015.0,0.0,5XyJzEROSmup2TcWmVjTIt,0,5,219043,0.0185,5tf1VVWniHgryyumXyJM7w,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.699,114.481,0.85,pop,-3.292,0.32,0.915,Paul Russell,4,0.0776,78,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/0cVyQfDyRnMJ0V3rjjdlU3,0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,2023.0,0.0,1j5AROUr8rq5xb2CXDIH1c,1,0,114234,0.152,0cVyQfDyRnMJ0V3rjjdlU3,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.593,120.509,0.565,rock,-5.864,0.215,0.429,d4vd,4,0.0883,78,https://api.spotify.com/v1/tracks/3SAga35lAPYdjj3qyfEsCF,spotify:track:3SAga35lAPYdjj3qyfEsCF,Feel It (From The Original Series “Invincible”),Feel Good Indie Rock,https://api.spotify.com/v1/audio-analysis/3SAga35lAPYdjj3qyfEsCF,3SAga35lAPYdjj3qyfEsCF,Feel It - From The Original Series “Invincible”,2024.0,0.0,0GHlPN101r1WcuQCwINbI2,1,8,157974,0.0288,3SAga35lAPYdjj3qyfEsCF,feel-good,audio_features,37i9dQZF1DX2sUQwD7tbmL
0.872,131.016,0.644,k-pop,-1.54,0.363,0.378,aespa,4,0.0417,78,https://api.spotify.com/v1/tracks/5XWlyfo0kZ8LF7VSyfS4Ew,spotify:track:5XWlyfo0kZ8LF7VSyfS4Ew,Drama - The 4th Mini Album,K-Pop Daebak,https://api.spotify.com/v1/audio-analysis/5XWlyfo0kZ8LF7VSyfS4Ew,5XWlyfo0kZ8LF7VSyfS4Ew,Drama,2023.0,0.0,5NMtxQJy4wq3mpo3ERVnLs,0,6,214973,0.164,5XWlyfo0kZ8LF7VSyfS4Ew,modern,audio_features,1bNuDsel3P60p11Z7vfHMR
0.814,93.482,0.683,afrobeats,-3.505,0.0858,0.758,Tyla,4,0.0466,78,https://api.spotify.com/v1/tracks/1Cbl3Yq8rHo7hhDQmLQagU,spotify:track:1Cbl3Yq8rHo7hhDQmLQagU,TYLA +,Afro Hits,https://api.spotify.com/v1/audio-analysis/1Cbl3Yq8rHo7hhDQmLQagU,1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,2024.0,0.00826,5QsVRNOKVMCeVAIUoOQJ13,1,2,156826,0.277,1Cbl3Yq8rHo7hhDQmLQagU,nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.8,160.078,0.647,pop,-5.384,0.334,0.942,Taylor Swift,4,0.165,78,https://api.spotify.com/v1/tracks/0cqRj7pUJDkTCEsJkx8snD,spotify:track:0cqRj7pUJDkTCEsJkx8snD,1989 (Deluxe),Throwback Party,https://api.spotify.com/v1/audio-analysis/0cqRj7pUJDkTCEsJkx8snD,0cqRj7pUJDkTCEsJkx8snD,Shake It Off,2014.0,0.0,1yGbNOtRIgdIiGHOEBaZWf,1,7,219200,0.0647,0cqRj7pUJDkTCEsJkx8snD,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
