energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.687,123.01,0.755,gaming,-6.247,0.125,0.381,Doja Cat,4,0.101,76,https://api.spotify.com/v1/tracks/5PyDJG7SQRgWXefgexqIge,spotify:track:5PyDJG7SQRgWXefgexqIge,Scarlet,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/5PyDJG7SQRgWXefgexqIge,5PyDJG7SQRgWXefgexqIge,Agora Hills,2023.0,0.000177,1bBez9PNvkJPW08bU7NYta,0,8,265360,0.183,5PyDJG7SQRgWXefgexqIge,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.809,98.007,0.723,pop,-3.081,0.565,0.274,"Major Lazer, MØ, DJ Snake",4,0.0625,76,https://api.spotify.com/v1/tracks/2YWjW3wwQIBLNhxWKBQd16,spotify:track:2YWjW3wwQIBLNhxWKBQd16,Peace Is The Mission : Extended,Throwback Party,https://api.spotify.com/v1/audio-analysis/2YWjW3wwQIBLNhxWKBQd16,2YWjW3wwQIBLNhxWKBQd16,Lean On (feat. MØ & DJ Snake),2015.0,0.00123,2U0b5MfkMUgzdvRUI69mya,0,7,176561,0.00346,2YWjW3wwQIBLNhxWKBQd16,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.673,92.06,0.453,latin,-5.649,0.131,0.266,Danny Ocean,4,0.144,76,https://api.spotify.com/v1/tracks/1UdzJEpgJxtuXAlCOvD4S0,spotify:track:1UdzJEpgJxtuXAlCOvD4S0,@dannocean,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/1UdzJEpgJxtuXAlCOvD4S0,1UdzJEpgJxtuXAlCOvD4S0,Fuera del mercado,2022.0,0.0,21IzWBMtUfaOOfFx8CiR6I,1,8,159849,0.32,1UdzJEpgJxtuXAlCOvD4S0,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.741,119.896,0.72,electronic,-6.529,0.289,0.357,"Aaron Smith, Krono, Luvli",4,0.0287,75,https://api.spotify.com/v1/tracks/6WkJ2OK163XXS2oARUC9JM,spotify:track:6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) [Krono Remix],EDM Hits,https://api.spotify.com/v1/audio-analysis/6WkJ2OK163XXS2oARUC9JM,6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,2014.0,1.41e-05,2J2f6vGACFrRghO1Ki74BE,0,10,198053,0.101,6WkJ2OK163XXS2oARUC9JM,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.51,119.994,0.829,electronic,-9.334,0.0829,0.45,"Mr. Probz, Robin Schulz",4,0.0369,75,https://api.spotify.com/v1/tracks/1HFfMOxCAT4GAwaPfCdmUs,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,Waves (Robin Schulz Radio Edit),EDM Hits,https://api.spotify.com/v1/audio-analysis/1HFfMOxCAT4GAwaPfCdmUs,1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,2014.0,0.00143,29RpLEpfNr1mnrnmtbO620,0,5,208133,0.00821,1HFfMOxCAT4GAwaPfCdmUs,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.916,118.004,0.58,metal,-4.358,0.126,0.683,Avenged Sevenfold,4,0.0387,75,https://api.spotify.com/v1/tracks/5anCkDvJ17aznvK5TED5uo,spotify:track:5anCkDvJ17aznvK5TED5uo,Hail to the King,Metal Essentials,https://api.spotify.com/v1/audio-analysis/5anCkDvJ17aznvK5TED5uo,5anCkDvJ17aznvK5TED5uo,Hail to the King,2013.0,0.0259,0ks45m1bsP2JsZpM5D2FFA,0,3,305907,0.000297,5anCkDvJ17aznvK5TED5uo,classic,audio_features,37i9dQZF1DWWOaP4H0w5b0
0.493,82.887,0.347,r&b,-11.548,0.127,0.308,"Jhené Aiko, Kendrick Lamar",4,0.29,75,https://api.spotify.com/v1/tracks/5nkUIVKqOqdpB6ApKgEMkv,spotify:track:5nkUIVKqOqdpB6ApKgEMkv,Sail Out,R&B Hits,https://api.spotify.com/v1/audio-analysis/5nkUIVKqOqdpB6ApKgEMkv,5nkUIVKqOqdpB6ApKgEMkv,Stay Ready (What A Life),2013.0,0.00366,73TNMu44lT0m1h1Nn6Bfiq,0,8,382760,0.455,5nkUIVKqOqdpB6ApKgEMkv,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7
0.702,129.948,0.686,pop,-5.325,0.204,0.29,"Ariana Grande, Zedd",4,0.0455,75,https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,spotify:track:12KUFSHFgT0XCoiSlvdQi4,My Everything (Deluxe),Throwback Party,https://api.spotify.com/v1/audio-analysis/12KUFSHFgT0XCoiSlvdQi4,12KUFSHFgT0XCoiSlvdQi4,Break Free,2014.0,4.46e-05,6EVYTRG1drKdO8OnIQBeEj,0,7,214840,0.00637,12KUFSHFgT0XCoiSlvdQi4,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.896,101.216,0.67,electronic,-4.673,0.344,0.403,"Gabry Ponte, LUM!X, Prezioso",3,0.058,75,https://api.spotify.com/v1/tracks/2USlegnFJLrVLpoVfPimKB,spotify:track:2USlegnFJLrVLpoVfPimKB,Thunder,Techno Bunker,https://api.spotify.com/v1/audio-analysis/2USlegnFJLrVLpoVfPimKB,2USlegnFJLrVLpoVfPimKB,Thunder,2021.0,3.21e-05,35Q09Y0b7ZxOoCdF7sBiGf,1,1,160000,0.0342,2USlegnFJLrVLpoVfPimKB,techno,audio_features,37i9dQZF1DX4uPi2roRUwU
0.648,179.951,0.644,latin,-4.601,0.135,0.44,Bad Bunny,4,0.118,75,https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS,Yonaguni,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/2JPLbjOn0wPCngEot2STUS,2JPLbjOn0wPCngEot2STUS,Yonaguni,2021.0,0.0,6VSOIs13DaSG2IPilNviX5,1,1,206710,0.276,2JPLbjOn0wPCngEot2STUS,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.872,126.05,0.56,pop,-4.269,0.371,0.682,"Owl City, Carly Rae Jepsen",4,0.14,75,https://api.spotify.com/v1/tracks/1kPpge9JDLpcj15qgrPbYX,spotify:track:1kPpge9JDLpcj15qgrPbYX,The Midsummer Station,Throwback Party,https://api.spotify.com/v1/audio-analysis/1kPpge9JDLpcj15qgrPbYX,1kPpge9JDLpcj15qgrPbYX,Good Time,2012.0,6.98e-06,7gTFf2EWBONpjKVjpWbs5p,1,3,205933,0.0239,1kPpge9JDLpcj15qgrPbYX,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.627,89.998,0.742,hip-hop,-8.939,0.269,0.356,Shubh,4,0.0533,75,https://api.spotify.com/v1/tracks/4eBvRhTJ2AcxCsbfTUjoRp,spotify:track:4eBvRhTJ2AcxCsbfTUjoRp,Still Rollin,Desi Hip-Hop,https://api.spotify.com/v1/audio-analysis/4eBvRhTJ2AcxCsbfTUjoRp,4eBvRhTJ2AcxCsbfTUjoRp,Cheques,2023.0,1.23e-05,5AivaZj0CiQJoDWqVH2pbh,0,4,183757,0.262,4eBvRhTJ2AcxCsbfTUjoRp,desi,audio_features,37i9dQZF1DX2RahGIyQXcJ
0.88,180.011,0.72,latin,-2.834,0.153,0.463,"Peso Pluma, Anitta",4,0.101,75,https://api.spotify.com/v1/tracks/05WVKTdZhlIMX4qqMLuo0f,spotify:track:05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/05WVKTdZhlIMX4qqMLuo0f,05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,2023.0,0.06,3VLY9g3CAG1Y5r2eGVEaZ0,1,9,197333,0.0562,05WVKTdZhlIMX4qqMLuo0f,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.856,136.0,0.691,latin,-5.035,0.0876,0.713,"Fuerza Regida, Luis R Conriquez",3,0.0536,75,https://api.spotify.com/v1/tracks/06ONHS2cu9I7fvzTz3NQvq,spotify:track:06ONHS2cu9I7fvzTz3NQvq,Cholo 7,Viva Latino,https://api.spotify.com/v1/audio-analysis/06ONHS2cu9I7fvzTz3NQvq,06ONHS2cu9I7fvzTz3NQvq,Cholo 7,2024.0,5.09e-05,2DqUzBO8R3Aw4q26PDjV1t,0,6,157500,0.2,06ONHS2cu9I7fvzTz3NQvq,modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.5,135.03,0.856,r&b,-9.393,0.104,0.886,"Brent Faiyaz, FELIX!, Tommy Richman",4,0.18,75,https://api.spotify.com/v1/tracks/5iwUwADk4uQUvgMF6PlTRl,spotify:track:5iwUwADk4uQUvgMF6PlTRl,Larger Than Life,R&B Hits,https://api.spotify.com/v1/audio-analysis/5iwUwADk4uQUvgMF6PlTRl,5iwUwADk4uQUvgMF6PlTRl,Upset (feat. Tommy Richman & FELIX!),2023.0,0.0,26rTTXIEtEeSTan28AiLaV,1,11,177900,0.487,5iwUwADk4uQUvgMF6PlTRl,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7
0.738,130.0,0.593,gaming,-2.956,0.292,0.591,Eternxlkz,4,0.0351,75,https://api.spotify.com/v1/tracks/2V3hsJU3bTOATih0Fm4aDp,spotify:track:2V3hsJU3bTOATih0Fm4aDp,BRODYAGA FUNK,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/2V3hsJU3bTOATih0Fm4aDp,2V3hsJU3bTOATih0Fm4aDp,BRODYAGA FUNK,2023.0,0.968,7EWDvEG6vKIjTBk3rGMtP0,0,11,134785,0.269,2V3hsJU3bTOATih0Fm4aDp,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.967,149.036,0.628,gaming,-4.068,0.274,0.399,"Marnik, Naeleck, VINAI",4,0.0485,75,https://api.spotify.com/v1/tracks/17NHXI2CJp7KgdcwcDnRx4,spotify:track:17NHXI2CJp7KgdcwcDnRx4,Boyz In Paris (with VINAI),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/17NHXI2CJp7KgdcwcDnRx4,17NHXI2CJp7KgdcwcDnRx4,Boyz In Paris (with VINAI),2023.0,4.67e-05,3FrWieInAhMTL33yALP6H0,1,1,151589,0.0398,17NHXI2CJp7KgdcwcDnRx4,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.81,150.251,0.613,gaming,-6.16,0.137,0.686,"ZWE1HVNDXR, yatashigang",4,0.488,75,https://api.spotify.com/v1/tracks/0EqczV3o6fwksegAavIHpX,spotify:track:0EqczV3o6fwksegAavIHpX,LOVELY BASTARDS,Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0EqczV3o6fwksegAavIHpX,0EqczV3o6fwksegAavIHpX,LOVELY BASTARDS,2023.0,0.899,2b3Kiolsu42XiVvhRmTEsM,1,1,116104,0.832,0EqczV3o6fwksegAavIHpX,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.394,92.009,0.764,r&b,-8.559,0.117,0.465,Brent Faiyaz,4,0.152,75,https://api.spotify.com/v1/tracks/0oufSLnKQDoBFX5mgkDCgR,spotify:track:0oufSLnKQDoBFX5mgkDCgR,Lost,R&B Hits,https://api.spotify.com/v1/audio-analysis/0oufSLnKQDoBFX5mgkDCgR,0oufSLnKQDoBFX5mgkDCgR,Trust,2018.0,9.37e-05,03nFfkhtHqQZZqprep3G6r,1,8,158421,0.231,0oufSLnKQDoBFX5mgkDCgR,modern,audio_features,37i9dQZF1EQoqCH7BwIYb7
0.54,116.947,0.759,pop,-6.039,0.0945,0.75,"Shawn Mendes, Camila Cabello",4,0.0287,75,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,spotify:track:0TK2YIli7K1leLovkQiNik,Señorita,Soft Pop Hits,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,0TK2YIli7K1leLovkQiNik,Señorita,2019.0,0.0,2ZaX1FdZCwchXl1QZiD4O4,0,9,190960,0.037,0TK2YIli7K1leLovkQiNik,soft,audio_features,37i9dQZF1DWTwnEm1IYyoj
0.159,72.38,0.403,ambient,-16.728,0.34,0.0381,Billie Eilish,4,0.104,75,https://api.spotify.com/v1/tracks/5XsAal7ZcWg1I5T4NcRjkv,spotify:track:5XsAal7ZcWg1I5T4NcRjkv,Happier Than Ever,Dark Academia,https://api.spotify.com/v1/audio-analysis/5XsAal7ZcWg1I5T4NcRjkv,5XsAal7ZcWg1I5T4NcRjkv,Halley's Comet,2021.0,0.0121,0JGOiO34nwfUdDrD612dOp,0,1,234761,0.961,5XsAal7ZcWg1I5T4NcRjkv,academic,audio_features,6JH5nqQdmdNPuwEoCImWnj
0.897,129.975,0.686,gaming,-7.18,0.153,0.355,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",4,0.0386,75,https://api.spotify.com/v1/tracks/0FA4wrjDJvJTTU8AepZTup,spotify:track:0FA4wrjDJvJTTU8AepZTup,Watch This (ARIZONATEARS Pluggnb Remix),Top Gaming Tracks,https://api.spotify.com/v1/audio-analysis/0FA4wrjDJvJTTU8AepZTup,0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,2023.0,0.103,3VvPLpCZR5viLBFTbzm6E1,0,11,163139,0.0103,0FA4wrjDJvJTTU8AepZTup,modern,audio_features,37i9dQZF1DWTyiBJ6yEqeu
0.729,98.022,0.629,turkish,-5.235,0.253,0.427,Semicenk,4,0.0379,75,https://api.spotify.com/v1/tracks/3ma4Ef3Bnl3UBOV4ShiMLX,spotify:track:3ma4Ef3Bnl3UBOV4ShiMLX,Geçiyor Zaman,Turkish Pop,https://api.spotify.com/v1/audio-analysis/3ma4Ef3Bnl3UBOV4ShiMLX,3ma4Ef3Bnl3UBOV4ShiMLX,Geçiyor Zaman,2024.0,7.75e-05,0flBR9Gz8N0UXPplEbrP1p,0,7,154286,0.431,3ma4Ef3Bnl3UBOV4ShiMLX,pop,audio_features,5d29bl04zUgpD8rxNJO4os
0.476,129.992,0.793,latin,-10.515,0.115,0.578,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",4,0.0406,75,https://api.spotify.com/v1/tracks/2TJKY0WSFufZOzbRNgl6zE,spotify:track:2TJKY0WSFufZOzbRNgl6zE,ELOVRGA,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/2TJKY0WSFufZOzbRNgl6zE,2TJKY0WSFufZOzbRNgl6zE,ELOVRGA,2023.0,0.0,2EmOYnsIj3bkiPYTuhsqZR,0,5,194769,0.132,2TJKY0WSFufZOzbRNgl6zE,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.74,117.955,0.748,latin,-3.643,0.087,0.618,"Carin Leon, Gabito Ballesteros",4,0.0387,75,https://api.spotify.com/v1/tracks/4Ndjd6DhKIC5IPoBIrMQuX,spotify:track:4Ndjd6DhKIC5IPoBIrMQuX,Ese Vato No Te Queda,Viva Latino,https://api.spotify.com/v1/audio-analysis/4Ndjd6DhKIC5IPoBIrMQuX,4Ndjd6DhKIC5IPoBIrMQuX,Ese Vato No Te Queda,2024.0,0.000109,4Z9Ib007Z7ZFmYLfyp2qH9,0,7,198607,0.0292,4Ndjd6DhKIC5IPoBIrMQuX,modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.766,127.975,0.735,electronic,-4.485,0.108,0.6,"Rihanna, Calvin Harris",4,0.0383,75,https://api.spotify.com/v1/tracks/0U10zFw4GlBacOy9VDGfGL,spotify:track:0U10zFw4GlBacOy9VDGfGL,Talk That Talk,EDM Hits,https://api.spotify.com/v1/audio-analysis/0U10zFw4GlBacOy9VDGfGL,0U10zFw4GlBacOy9VDGfGL,We Found Love,2011.0,0.00141,1Kw1bVd07oRqcjrcjQKC8T,1,1,215227,0.025,0U10zFw4GlBacOy9VDGfGL,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.593,119.958,0.79,electronic,-9.204,0.065,0.72,Stromae,4,0.0776,75,https://api.spotify.com/v1/tracks/2GYHyAoLWpkxLVa4oYTVko,spotify:track:2GYHyAoLWpkxLVa4oYTVko,Cheese,EDM Hits,https://api.spotify.com/v1/audio-analysis/2GYHyAoLWpkxLVa4oYTVko,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,2010.0,0.00202,4kEbcH3VT6NYfpv8Wkkk80,0,1,206067,0.0983,2GYHyAoLWpkxLVa4oYTVko,modern,audio_features,37i9dQZF1DX3Kdv0IChEm9
0.751,91.031,0.706,pop,-6.323,0.168,0.195,Iyaz,4,0.0708,75,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,spotify:track:4E5P1XyAFtrjpiIxkydly4,Replay,Throwback Party,https://api.spotify.com/v1/audio-analysis/4E5P1XyAFtrjpiIxkydly4,4E5P1XyAFtrjpiIxkydly4,Replay,2009.0,0.0,44hyrGuZKAvITbmrlhryf8,1,9,182307,0.173,4E5P1XyAFtrjpiIxkydly4,throwback,audio_features,37i9dQZF1DX7F6T2n2fegs
0.733,97.974,0.825,hip-hop,-5.625,0.112,0.62,"21 Savage, Metro Boomin, Young Thug",4,0.0969,75,https://api.spotify.com/v1/tracks/3ruoIF2UnoXdzK8mR61ebq,spotify:track:3ruoIF2UnoXdzK8mR61ebq,SAVAGE MODE II,Gangster Rap,https://api.spotify.com/v1/audio-analysis/3ruoIF2UnoXdzK8mR61ebq,3ruoIF2UnoXdzK8mR61ebq,Rich Nigga Shit (feat. Young Thug),2020.0,0.0,6wTyGUWGCilBFZ837k5aRi,0,1,190331,0.349,3ruoIF2UnoXdzK8mR61ebq,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.724,83.118,0.569,latin,-4.076,0.27,0.562,"Grupo Frontera, Bad Bunny",4,0.0474,75,https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,un x100to,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/6pD0ufEQq0xdHSsRbg9LBK,6pD0ufEQq0xdHSsRbg9LBK,un x100to,2023.0,0.0,7aGzSSUD8S6IhPCsZSiuMT,0,6,194563,0.228,6pD0ufEQq0xdHSsRbg9LBK,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.876,129.998,0.671,electronic,-5.681,0.0823,0.964,Peggy Gou,4,0.0352,75,https://api.spotify.com/v1/tracks/23RoR84KodL5HWvUTneQ1w,spotify:track:23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana [Edit],Techno Bunker,https://api.spotify.com/v1/audio-analysis/23RoR84KodL5HWvUTneQ1w,23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,2023.0,0.188,2LVDNOUUy2g8517ZEtQIcK,0,7,231545,0.12,23RoR84KodL5HWvUTneQ1w,techno,audio_features,37i9dQZF1DX4uPi2roRUwU
0.498,122.016,0.876,latin,-7.511,0.143,0.428,Bad Bunny,4,0.0478,75,https://api.spotify.com/v1/tracks/31i56LZnwE6uSu3exoHjtB,spotify:track:31i56LZnwE6uSu3exoHjtB,Un Verano Sin Ti,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/31i56LZnwE6uSu3exoHjtB,31i56LZnwE6uSu3exoHjtB,Neverita,2022.0,0.0,3RQQmkQEvNCY4prGKE6oc5,1,10,173119,0.0706,31i56LZnwE6uSu3exoHjtB,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.67,139.956,0.79,hip-hop,-5.527,0.119,0.408,Kendrick Lamar,4,0.105,75,https://api.spotify.com/v1/tracks/0fX4oNGBWO3dSGUZcVdVV2,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,Mr. Morale & The Big Steppers,Gangster Rap,https://api.spotify.com/v1/audio-analysis/0fX4oNGBWO3dSGUZcVdVV2,0fX4oNGBWO3dSGUZcVdVV2,N95,2022.0,2.32e-06,79ONNoS4M9tfIA1mYLBYVX,1,1,195950,0.377,0fX4oNGBWO3dSGUZcVdVV2,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4
0.346,119.957,0.963,hip-hop,-9.309,0.108,0.562,"Lil Baby, Drake",4,0.53,75,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,spotify:track:6vN77lE9LK6HP2DewaN6HZ,Harder Than Ever,Trap,https://api.spotify.com/v1/audio-analysis/6vN77lE9LK6HP2DewaN6HZ,6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,2018.0,0.0,7yf9ZJyHRbp8sHtpDKfPpt,0,5,142273,0.0355,6vN77lE9LK6HP2DewaN6HZ,trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.595,108.02,0.777,latin,-6.79,0.0669,0.546,"Bad Bunny, The Marías",4,0.0375,75,https://api.spotify.com/v1/tracks/0E0DRHf5PfMeor0ZCwB3oT,spotify:track:0E0DRHf5PfMeor0ZCwB3oT,Un Verano Sin Ti,Chill Spanish Vibes,https://api.spotify.com/v1/audio-analysis/0E0DRHf5PfMeor0ZCwB3oT,0E0DRHf5PfMeor0ZCwB3oT,Otro Atardecer,2022.0,0.00139,3RQQmkQEvNCY4prGKE6oc5,1,2,244444,0.59,0E0DRHf5PfMeor0ZCwB3oT,chill,audio_features,0jqQDMmHIkdbkFQdQTlMEQ
0.874,118.079,0.774,afrobeats,-5.641,0.413,0.927,Wizkid,4,0.0488,75,https://api.spotify.com/v1/tracks/27durTCg4qj3qAbKsSVNX4,spotify:track:27durTCg4qj3qAbKsSVNX4,Kese (Dance),Afro Hits,https://api.spotify.com/v1/audio-analysis/27durTCg4qj3qAbKsSVNX4,27durTCg4qj3qAbKsSVNX4,Kese (Dance),2024.0,0.34,2sE6Gv7CIc5jUFffN3zsaS,0,5,174053,0.142,27durTCg4qj3qAbKsSVNX4,nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.965,112.363,0.403,punk,-2.238,0.341,0.431,"Pierce The Veil, Kellin Quinn",4,0.0964,75,https://api.spotify.com/v1/tracks/1IT0WQk5J8NsaeII8ktdlZ,spotify:track:1IT0WQk5J8NsaeII8ktdlZ,Collide With The Sky,Pop Punk Powerhouses,https://api.spotify.com/v1/audio-analysis/1IT0WQk5J8NsaeII8ktdlZ,1IT0WQk5J8NsaeII8ktdlZ,King For A Day,2012.0,0.000276,661Hz0qJK8WIp7vAWsqKvk,1,6,236293,3.81e-05,1IT0WQk5J8NsaeII8ktdlZ,pop punk,audio_features,72GgLgQ63eUHG3CyCv42Ju
0.512,144.926,0.848,hip-hop,-7.757,0.101,0.881,Shubh,4,0.118,75,https://api.spotify.com/v1/tracks/5ZLkihi6DVsHwDL3B8ym1t,spotify:track:5ZLkihi6DVsHwDL3B8ym1t,One Love,Desi Hip-Hop,https://api.spotify.com/v1/audio-analysis/5ZLkihi6DVsHwDL3B8ym1t,5ZLkihi6DVsHwDL3B8ym1t,One Love,2023.0,0.00645,3tNH9Fp4dm3qa3Kr4cv5uJ,1,7,159222,0.284,5ZLkihi6DVsHwDL3B8ym1t,desi,audio_features,37i9dQZF1DX2RahGIyQXcJ
0.722,121.964,0.587,electronic,-6.983,0.543,0.466,Bakermat,4,0.0709,75,https://api.spotify.com/v1/tracks/780be5fB7823aHG06mwTat,spotify:track:780be5fB7823aHG06mwTat,The Ringmaster,Techno Bunker,https://api.spotify.com/v1/audio-analysis/780be5fB7823aHG06mwTat,780be5fB7823aHG06mwTat,Baianá,2020.0,0.668,5pmFI5q0ob82elppBCel0W,0,2,180843,0.000754,780be5fB7823aHG06mwTat,techno,audio_features,37i9dQZF1DX4uPi2roRUwU
0.675,79.31,0.627,latin,-7.125,0.0784,0.961,"J Balvin, Bad Bunny, Marciano Cantero",4,0.212,75,https://api.spotify.com/v1/tracks/7hynhxDoDpgMIV12JuVtNa,spotify:track:7hynhxDoDpgMIV12JuVtNa,OASIS,Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/7hynhxDoDpgMIV12JuVtNa,7hynhxDoDpgMIV12JuVtNa,UN PESO,2019.0,0.0,6ylFfzx32ICw4L1A7YWNLN,0,5,277107,0.125,7hynhxDoDpgMIV12JuVtNa,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.289,129.753,0.531,ambient,-10.065,0.134,0.12,Phoebe Bridgers,4,0.0286,75,https://api.spotify.com/v1/tracks/04mAOoQNsXmDJlyupJwmkO,spotify:track:04mAOoQNsXmDJlyupJwmkO,"Lost Ark Studio Compilation, Vol. 8",Dark Academia,https://api.spotify.com/v1/audio-analysis/04mAOoQNsXmDJlyupJwmkO,04mAOoQNsXmDJlyupJwmkO,Waiting Room,2016.0,0.000358,1SiSNGAf4CVJgF63NJyTw9,1,2,393962,0.339,04mAOoQNsXmDJlyupJwmkO,academic,audio_features,6JH5nqQdmdNPuwEoCImWnj
0.617,173.97,0.703,latin,-5.696,0.433,0.486,"iZaak, JHAYCO, Anuel AA",4,0.151,75,https://api.spotify.com/v1/tracks/43PiEypaceH339CSNiggyj,spotify:track:43PiEypaceH339CSNiggyj,BBY BOO (REMIX),Reggaeton Hits,https://api.spotify.com/v1/audio-analysis/43PiEypaceH339CSNiggyj,43PiEypaceH339CSNiggyj,BBY BOO - REMIX,2024.0,6.11e-06,4Rx0nQkh5sR1O0Z8lBgig9,1,5,275862,0.215,43PiEypaceH339CSNiggyj,reggaeton,audio_features,50RFc7X949cZs4CHZ4fPDe
0.367,77.968,0.395,ambient,-7.653,0.11,0.426,Olivia Rodrigo,4,0.0324,75,https://api.spotify.com/v1/tracks/6QT6j7rKt7Vk3IuV2AUO9W,spotify:track:6QT6j7rKt7Vk3IuV2AUO9W,GUTS,Dark Academia,https://api.spotify.com/v1/audio-analysis/6QT6j7rKt7Vk3IuV2AUO9W,6QT6j7rKt7Vk3IuV2AUO9W,lacy,2023.0,0.0,1xJHno7SmdVtZAtXbdbDZp,1,3,177212,0.815,6QT6j7rKt7Vk3IuV2AUO9W,academic,audio_features,6JH5nqQdmdNPuwEoCImWnj
0.5,101.959,0.871,k-pop,-8.675,0.0672,0.76,BABYMONSTER,4,0.103,75,https://api.spotify.com/v1/tracks/7GDgpad2BQVuDUzaxHFakc,spotify:track:7GDgpad2BQVuDUzaxHFakc,BABYMONS7ER,K-Pop Daebak,https://api.spotify.com/v1/audio-analysis/7GDgpad2BQVuDUzaxHFakc,7GDgpad2BQVuDUzaxHFakc,LIKE THAT,2024.0,3.49e-06,0eSbsl3j8jz96LC2NCLPc4,0,11,168359,0.32,7GDgpad2BQVuDUzaxHFakc,modern,audio_features,1bNuDsel3P60p11Z7vfHMR
0.356,83.679,0.708,hip-hop,-9.738,0.112,0.569,AUR,4,0.075,75,https://api.spotify.com/v1/tracks/3zSSCPpLZ5Oc8nelhhGjKz,spotify:track:3zSSCPpLZ5Oc8nelhhGjKz,Tu hai kahan,Desi Hip-Hop,https://api.spotify.com/v1/audio-analysis/3zSSCPpLZ5Oc8nelhhGjKz,3zSSCPpLZ5Oc8nelhhGjKz,Tu hai kahan,2023.0,6.54e-05,73vfz6Szer7i3GFIesix6l,1,1,263185,0.437,3zSSCPpLZ5Oc8nelhhGjKz,desi,audio_features,37i9dQZF1DX2RahGIyQXcJ
