energy,tempo,danceability,playlist_genre,loudness,liveness,valence,speechiness,track_popularity,track_name,track_album_release_date,instrumentalness,acousticness,id,type
0.782,128.033,0.621,latin,-5.548,0.23,0.55,0.044,80,"Quevedo: Bzrp Music Sessions, Vol. 52",2022.0,0.033,0.0125,2tTmW7RDtMQtBk7m2rYeSw,audio_features
0.766,127.966,0.744,pop,-6.375,0.509,0.61,0.0265,80,I Gotta Feeling,2009.0,0.0,0.0873,4kLLWz7srcuLKA7Et40PQR,audio_features
0.574,146.007,0.694,hip-hop,-6.144,0.082,0.286,0.0483,79,Circadian Rhythm,2024.0,0.0,0.193,1eroCliWpJrEu1V7VSObcO,audio_features
0.475,98.047,0.801,latin,-8.797,0.0639,0.234,0.0516,79,Efecto,2022.0,1.73e-05,0.141,5Eax0qFko2dh7Rl2lYs3bx,audio_features
0.479,169.922,0.812,latin,-5.678,0.0756,0.559,0.333,79,La Bebe - Remix,2023.0,1.21e-06,0.213,2UW7JaomAMuX9pZrjVpHAU,audio_features
0.669,122.669,0.834,pop,-5.582,0.0535,0.547,0.0637,79,Don't Stop The Music,2008.0,7.18e-05,0.0341,0ByMNEPAPpOR5H69DVrTNy,audio_features
0.583,116.624,0.709,hip-hop,-5.298,0.195,0.533,0.204,79,Superhero (Heroes & Villains) [with Future & Chris Brown],2022.0,2.97e-06,0.138,0vjeOZ3Ft5jvAi9SBFJm1j,audio_features
0.739,118.99,0.822,pop,-4.541,0.181,0.745,0.0311,79,Just Dance,2008.0,4.28e-05,0.0264,1dzQoRqT5ucxXVaAhTcT0J,audio_features
0.709,194.055,0.744,latin,-5.778,0.0847,0.712,0.284,79,DEGENERE 👑 (feat. benny blanco),2024.0,0.0,0.0501,4xISUrw0t2elabEhKrtAJ0,audio_features
0.872,184.115,0.466,pop,-3.344,0.121,0.806,0.0336,79,The Emptiness Machine,2024.0,0.0,0.0156,1EDPVGbyPKJPeGqATwXZvN,audio_features
0.628,103.998,0.674,pop,-7.079,0.0944,0.552,0.03,79,Try,2012.0,0.0,0.00144,1jF7IL57ayN4Ity3jQqGu0,audio_features
0.614,119.893,0.658,latin,-6.981,0.092,0.465,0.0324,79,Morena Canela,2024.0,2.18e-05,0.105,0NsGFMIo2aNbAkJu48ndaf,audio_features
0.797,139.994,0.704,pop,-5.927,0.0546,0.825,0.0475,79,I Ain't Worried,2022.0,0.000745,0.0826,4h9wh7iOZ0GGn8QVp4RAOB,audio_features
0.729,127.028,0.88,electronic,-6.378,0.185,0.246,0.176,79,I Only Smoke When I Drink,2024.0,0.0113,0.334,39glDGcpBhLVMSsQhvtqHR,audio_features
0.567,125.02,0.845,pop,-8.118,0.0811,0.793,0.0956,79,What Do You Mean?,2015.0,0.00142,0.59,4B0JvthVoAAuygILe3n4Bs,audio_features
0.674,99.968,0.804,latin,-5.453,0.115,0.292,0.0333,79,Moscow Mule,2022.0,1.18e-06,0.294,6Xom58OOXk2SoU711L2IXO,audio_features
0.715,106.672,0.65,latin,-5.198,0.126,0.187,0.253,79,Tití Me Preguntó,2022.0,0.000291,0.0993,1IHWl5LamUGEuP4ozKQSXZ,audio_features
0.709,99.993,0.725,latin,-5.017,0.114,0.648,0.129,79,Santa,2024.0,0.000189,0.321,5bi0gh89wRuH2OgjdAKFsb,audio_features
0.665,100.09,0.858,latin,-4.772,0.119,0.659,0.152,79,CLASSY 101,2023.0,0.0,0.126,1hZsWUnLbqRw09jLAMQSsb,audio_features
0.611,134.093,0.711,hip-hop,-5.453,0.23,0.144,0.33,79,family ties (with Kendrick Lamar),2021.0,0.0,0.00588,3QFInJAm9eyaho5vBzxInN,audio_features
0.714,101.969,0.664,electronic,-6.645,0.0843,0.71,0.111,79,I Took A Pill In Ibiza - Seeb Remix,2016.0,8.42e-06,0.0353,0vbtURX4qv1l7besfwmnD8,audio_features
0.465,89.087,0.449,pop,-8.964,0.303,0.543,0.0791,79,Heartbreak Anniversary,2020.0,1.02e-06,0.524,3FAJ6O0NOHQV8Mc5Ri6ENp,audio_features
0.473,119.992,0.765,pop,-5.829,0.391,0.34,0.0514,79,7 Years,2016.0,0.0,0.287,5kqIPrATaCc2LqxVWzQGbk,audio_features
0.806,104.032,0.608,pop,-3.443,0.191,0.587,0.0486,79,2 hands,2024.0,0.0,0.121,1f18HzFpegqvH4ibGJyeMJ,audio_features
0.857,128.024,0.414,electronic,-4.078,0.343,0.348,0.0808,79,Blame (feat. John Newman),2014.0,0.00574,0.0287,07nH4ifBxUB4lZcsf44Brn,audio_features
0.682,100.036,0.75,latin,-3.825,0.112,0.618,0.0945,79,Frente al Mar,2024.0,1.28e-06,0.168,60u6hcpH5Qm1M3xESdNBrB,audio_features
0.162,184.784,0.459,latin,-11.634,0.137,0.483,0.0425,79,En Otra Vida,2024.0,0.0,0.929,0EhmTBq33eARyOz3SIi4P2,audio_features
0.798,116.032,0.796,pop,-6.312,0.0952,0.942,0.0317,79,Cold Heart - PNAU Remix,2021.0,4.19e-05,0.034,6zSpb8dQRaw0M1dK8PBwQz,audio_features
0.53,108.038,0.63,pop,-7.259,0.177,0.417,0.0434,78,Like I'm Gonna Lose You (feat. John Legend),2015.0,0.0,0.4,2YlZnw2ikdb837oKMKjBkW,audio_features
0.522,110.427,0.75,latin,-7.018,0.0743,0.601,0.0293,78,Tiroteo - Remix,2021.0,0.0,0.282,4OwhwvKESFtuu06dTgct7i,audio_features
0.84,129.042,0.612,pop,-3.145,0.116,0.438,0.0509,78,Don't You Worry Child - Radio Edit,2012.0,0.0,0.112,2V65y3PX4DkRhy1djlxd9p,audio_features
0.684,166.976,0.832,hip-hop,-4.691,0.229,0.68,0.359,78,WHATCHU KNO ABOUT ME (feat. Sexyy Red),2024.0,0.0,0.00449,5xeSd4HgzrYpNLEf3LfYLK,audio_features
0.928,127.939,0.571,pop,-3.725,0.297,0.488,0.0453,78,Heavy Is the Crown,2024.0,0.0,0.00932,2HBBM75Xv3o2Mqdyh1NcM0,audio_features
0.45,178.765,0.597,pop,-6.658,0.382,0.537,0.0418,78,Stuck with U (with Justin Bieber),2020.0,0.0,0.223,4HBZA5flZLE435QTztThqH,audio_features
0.488,136.07,0.752,pop,-7.05,0.0936,0.533,0.0705,78,Without Me,2020.0,9.2e-06,0.293,6FZDfxM3a3UCqtzo5pxSLZ,audio_features
0.394,96.192,0.421,pop,-8.312,0.0984,0.399,0.0277,78,Nothing's New,2022.0,4.74e-06,0.863,0EF1EE8zusg3Y869e56JFd,audio_features
0.627,155.865,0.687,latin,-4.975,0.0893,0.47,0.181,78,Khé?,2024.0,0.0,0.326,1YYfyJ2yCvGFCxwjsIqEK9,audio_features
0.401,111.825,0.677,pop,-8.467,0.116,0.195,0.0308,78,This Town,2017.0,0.0,0.712,0qvzXomUDJVaUboy2wMfiS,audio_features
0.354,160.037,0.741,hip-hop,-10.603,0.118,0.583,0.0837,78,Redbone,2016.0,0.00577,0.181,3vQ4T78TTMOjQXGfXVKQJo,audio_features
0.174,112.672,0.681,pop,-8.745,0.0983,0.231,0.0315,78,Dancing On My Own,2018.0,3.35e-05,0.837,2BOqDYLOJBiMOXShCV1neZ,audio_features
0.736,127.999,0.579,electronic,-3.863,0.198,0.613,0.0527,78,Waiting For Love,2015.0,0.0,0.31,2P4OICZRVAQcYAV2JReRfj,audio_features
0.567,75.965,0.574,hip-hop,-7.126,0.258,0.526,0.465,78,Surround Sound (feat. 21 Savage & Baby Tate),2022.0,0.0,0.164,1udwFobQ1JoOdWPQrp2b6u,audio_features
0.592,159.98,0.82,hip-hop,-7.002,0.121,0.4,0.29,78,Took Her To The O,2020.0,4.71e-06,0.0149,7fEoXCZTZFosUFvFQg1BmW,audio_features
0.789,91.911,0.757,latin,-3.46,0.0717,0.464,0.0583,78,LA INOCENTE,2022.0,0.0,0.307,5jt25aFjW2kNoBqaEVaz5W,audio_features
0.814,124.921,0.707,pop,-4.509,0.168,0.717,0.0577,78,Disturbia,2008.0,0.0,0.0861,2VOomzT6VavJOGBeySqaMc,audio_features
0.788,120.076,0.748,pop,-7.055,0.0863,0.884,0.0334,78,Sugar,2014.0,0.0,0.0591,2iuZJX9X9P0GKaE93xcPjk,audio_features
0.546,104.996,0.742,pop,-7.694,0.115,0.868,0.0315,78,Bags,2019.0,0.38,0.172,6UFivO2zqqPFPoQYsEMuCc,audio_features
0.626,143.01,0.819,hip-hop,-4.574,0.167,0.415,0.202,78,Runnin,2020.0,0.101,0.00748,5SWnsxjhdcEDc7LJjq9UHk,audio_features
0.422,119.964,0.53,pop,-6.262,0.107,0.349,0.0342,78,Wrecking Ball,2013.0,0.0,0.407,2vwlzO0Qp8kfEtzTsCXfyE,audio_features
0.764,169.928,0.591,pop,-5.484,0.103,0.478,0.0483,78,STAY (with Justin Bieber),2021.0,0.0,0.0383,5HCyWlXZPP0y6Gqq8TgA20,audio_features
0.815,123.063,0.636,electronic,-5.098,0.163,0.636,0.0581,78,Sugar (feat. Francesco Yates),2015.0,0.0,0.0185,5tf1VVWniHgryyumXyJM7w,audio_features
0.699,114.481,0.85,pop,-3.292,0.32,0.915,0.0776,78,Lil Boo Thang,2023.0,0.0,0.152,0cVyQfDyRnMJ0V3rjjdlU3,audio_features
0.8,160.078,0.647,pop,-5.384,0.334,0.942,0.165,78,Shake It Off,2014.0,0.0,0.0647,0cqRj7pUJDkTCEsJkx8snD,audio_features
0.726,121.981,0.503,pop,-5.456,0.0895,0.529,0.167,78,Latch,2013.0,7.98e-05,0.0159,51ODNNDZm21HU7wI7cccRr,audio_features
0.55,101.19,0.551,pop,-5.339,0.202,0.342,0.0286,78,Until I Found You (with Em Beihold) - Em Beihold Version,2022.0,0.0,0.777,1Y3LN4zO1Edc2EluIoSPJN,audio_features
0.777,130.003,0.73,electronic,-5.194,0.0691,0.575,0.0496,78,On The Floor,2011.0,0.000486,0.105,3C0nOe05EIt1390bVABLyN,audio_features
0.82,144.905,0.621,pop,-4.865,0.104,0.452,0.0367,78,Marry You,2010.0,0.0,0.332,6SKwQghsR8AISlxhcwyA9R,audio_features
0.69,125.951,0.853,hip-hop,-5.858,0.0835,0.471,0.0647,78,No Face,2024.0,0.0,0.0771,1560osUcXrnov6yuOjXvc1,audio_features
0.779,123.013,0.724,hip-hop,-5.412,0.127,0.53,0.0807,78,500lbs,2023.0,0.0,0.098,6rjuKpPydT2SxN15TZpV7r,audio_features
0.449,114.924,0.669,electronic,-7.658,0.0729,0.327,0.049,77,Dernière danse,2014.0,0.0,0.184,65uoaqX5qcjXZRheAj1qQT,audio_features
0.86,128.004,0.755,electronic,-4.811,0.344,0.618,0.0523,77,It's Not Right But It's Okay,2024.0,7.47e-06,0.0144,5OFVzqSeFxGpvDGyHvVeLj,audio_features
0.538,99.952,0.829,hip-hop,-7.359,0.103,0.389,0.212,77,Wow.,2019.0,1.88e-06,0.137,7xQAfvXzm3AkraOtGPWIZg,audio_features
0.738,119.976,0.721,pop,-4.77,0.118,0.637,0.0403,77,Leave Before You Love Me (with Jonas Brothers),2021.0,4.41e-06,0.00226,4qu63nuBpdn0qHUHuObEj1,audio_features
0.754,131.001,0.863,hip-hop,-5.851,0.0913,0.301,0.0611,77,LIL DEMON,2024.0,0.0,0.00125,3aCPResPDNae3pXTocGpYe,audio_features
0.86,127.075,0.608,electronic,-5.324,0.262,0.437,0.0554,77,Wild Ones (feat. Sia),2012.0,0.0,0.0991,1NpW5kyvO4XrNJ3rnfcNy3,audio_features
0.366,141.981,0.604,pop,-7.519,0.133,0.13,0.0282,77,Easy On Me,2021.0,0.0,0.578,0gplL1WMoJ6iYaPgMCL0gX,audio_features
0.782,94.03,0.701,hip-hop,-4.987,0.124,0.57,0.138,77,16,2021.0,2.31e-06,0.0918,1Is8hGpkGMiePASAxBluxM,audio_features
0.654,117.046,0.92,pop,-3.051,0.036,0.847,0.0401,77,Billie Jean,2008.0,0.0153,0.0236,5ChkMS8OtdzJeqyybCc9R5,audio_features
0.657,124.992,0.883,hip-hop,-5.748,0.128,0.284,0.305,77,PUFFIN ON ZOOTIEZ,2022.0,0.0,0.0603,1qMMYpVatbRITKCfq1gasi,audio_features
0.636,145.972,0.837,hip-hop,-7.643,0.342,0.274,0.086,77,a lot,2018.0,0.00125,0.0395,2t8yVaLvJ0RenpXUIAC52d,audio_features
0.283,97.04,0.766,hip-hop,-10.33,0.115,0.144,0.0846,77,Teenage Fever,2017.0,0.0172,0.111,6n3HGiq4v35D6eFOSwqYuo,audio_features
0.902,100.012,0.673,pop,-2.392,0.0558,0.536,0.0346,77,Best Day Of My Life,2014.0,0.000227,0.0591,5Hroj5K7vLpIG4FNCRIjbP,audio_features
0.621,139.056,0.787,latin,-5.009,0.58,0.13,0.068,77,MONACO,2023.0,0.000402,0.15,4MjDJD8cW7iVeWInc2Bdyj,audio_features
0.487,127.05,0.964,hip-hop,-6.071,0.115,0.108,0.421,77,Pure Cocaine,2018.0,6.07e-06,0.00127,577YBGuskWkVDCxZrLRB4v,audio_features
0.855,120.05,0.67,pop,-3.035,0.335,0.648,0.0499,77,International Love (feat. Chris Brown),2011.0,0.0,0.0124,62zFEHfAYl5kdHYOivj4BC,audio_features
0.62,117.038,0.741,pop,-5.505,0.0398,0.934,0.0412,77,Too Sweet,2024.0,0.000809,0.0295,4IadxL6BUymXlh8RCJJu7T,audio_features
0.586,125.845,0.731,hip-hop,-7.564,0.0987,0.147,0.172,77,Or What,2024.0,0.0,0.116,3lUYO6zvXI88sNDpyKvIJ2,audio_features
0.797,121.985,0.845,electronic,-4.984,0.167,0.422,0.139,77,Belly Dancer,2022.0,5.57e-06,0.0582,7fZBQnc0zXwVybgCIrQQil,audio_features
0.824,124.997,0.747,latin,-4.353,0.282,0.793,0.0348,77,NO PIERDO LA VIDA,2024.0,0.0,0.184,44zZM2dn9AcOUt5XKUMNJ3,audio_features
0.872,128.924,0.816,latin,-4.27,0.254,0.94,0.0442,77,noviogangsta <3,2024.0,3.7e-06,0.25,7yrTny7FLWLbfIzsxoicWj,audio_features
0.927,123.962,0.631,electronic,-2.787,0.148,0.465,0.0332,77,This Is What You Came For,2016.0,0.119,0.199,0azC730Exh71aQlOt9Zj3y,audio_features
0.813,125.91,0.513,electronic,-2.744,0.258,0.355,0.0335,77,Never Going Home Tonight (feat. Madison Love),2024.0,0.0,0.28,7K1BLb6MpvKuGEPpHw35mO,audio_features
0.811,116.047,0.794,electronic,-8.966,0.101,0.862,0.038,77,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013.0,1.07e-06,0.0426,2Foc5Q5nqNiosCNqttzHof,audio_features
0.413,131.964,0.772,hip-hop,-8.194,0.111,0.211,0.0891,77,Love Sosa,2012.0,0.0,0.0361,01Lr5YepbgjXAWR9iOEyH1,audio_features
0.655,129.89,0.558,electronic,-5.476,0.0854,0.39,0.0379,77,Forever Young,2024.0,0.0,0.208,3bg2qahpZmsg5wV2EMPXIk,audio_features
0.889,126.04,0.584,pop,-5.941,0.309,0.464,0.0343,77,Levels - Radio Edit,2011.0,0.828,0.0462,5UqCQaDshqbIk3pkhy4Pjg,audio_features
0.854,117.994,0.786,latin,-2.4,0.106,0.522,0.0741,77,ADIVINO,2024.0,2.39e-05,0.169,0LZy30mVmxqUpdQmaXKXBd,audio_features
0.741,123.077,0.646,electronic,-4.973,0.312,0.571,0.034,77,More Than You Know,2017.0,0.0,0.0275,6h5PAsRni4IRlxWr6uDPTP,audio_features
0.519,133.99,0.501,electronic,-5.88,0.454,0.168,0.0409,77,In the Name of Love,2016.0,0.0,0.109,23L5CiUhw2jV1OIMwthR3S,audio_features
0.779,173.799,0.468,pop,-4.839,0.101,0.26,0.0779,77,Unstoppable,2016.0,0.000373,0.112,1yvMUkIOTeUNtNWlWRgANS,audio_features
0.915,126.094,0.544,electronic,-3.405,0.115,0.51,0.0841,76,Under Control (feat. Hurts),2014.0,0.000914,0.129,4J7CKHCF3mdL4diUsmW8lq,audio_features
0.663,184.057,0.672,hip-hop,-5.984,0.134,0.381,0.243,76,Chill Bae,2024.0,0.0,0.112,4ppKM7xnkSAwSyKqD4QTY4,audio_features
0.723,139.942,0.783,hip-hop,-4.881,0.159,0.294,0.135,76,It's Up (feat. Young Thug & 21 Savage),2024.0,0.0,0.0264,1qIwin7JMVuX70qN6wD8ww,audio_features
0.684,114.011,0.795,latin,-3.971,0.658,0.419,0.0419,76,Tarot,2022.0,0.0,0.0225,41oY4WCTj5kccfesTVFnvN,audio_features
0.342,102.819,0.516,pop,-8.985,0.21,0.0993,0.0425,76,Lose You To Love Me,2020.0,0.0,0.55,4l0Mvzj72xxOpRrp6h8nHi,audio_features
0.794,114.066,0.601,pop,-5.844,0.418,0.244,0.0671,76,Nothing Breaks Like a Heart (feat. Miley Cyrus),2019.0,1.36e-06,0.00987,02dRkCEc8Q5ch4TTcnLxOn,audio_features
0.851,126.885,0.722,pop,-3.873,0.108,0.452,0.0639,76,Glad You Came,2011.0,0.0,0.0319,5yDL13y5giogKs2fSNf7sj,audio_features
0.76,80.082,0.435,hip-hop,-4.935,0.158,0.206,0.0721,76,Devil In A New Dress,2010.0,0.0,0.0175,1UGD3lW3tDmgZfAVDh6w7r,audio_features
0.717,121.985,0.793,electronic,-4.759,0.226,0.466,0.0393,76,This Girl (Kungs Vs. Cookin' On 3 Burners),2016.0,3.6e-05,0.0927,1A8j067qyiNwQnZT0bzUpZ,audio_features
0.507,99.994,0.755,latin,-6.76,0.18,0.606,0.0684,76,TU TA RICA,2024.0,1.82e-05,0.293,27bcRgu0wnDteieWlLCxc8,audio_features
0.496,100.025,0.696,latin,-7.532,0.0626,0.476,0.0365,76,APAGA EL CEL,2024.0,0.000397,0.273,0ZS96pPRLyGUViVi5PWCAR,audio_features
0.83,113.03,0.666,pop,-5.715,0.191,0.702,0.0751,76,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2016.0,0.0,0.0123,6JV2JOEocMgcZxYSZelKcc,audio_features
0.685,130.039,0.772,electronic,-6.849,0.131,0.501,0.0696,76,Scream & Shout,2013.0,8.96e-05,0.019,2iJuuzV8P9Yz0VSurttIV5,audio_features
0.422,124.357,0.573,latin,-7.621,0.102,0.693,0.0678,76,People,2022.0,1.31e-05,0.551,26b3oVLrRUaaybJulow9kz,audio_features
0.716,125.006,0.747,pop,-2.457,0.251,0.751,0.0751,76,Starships,2012.0,0.0,0.135,2EBCVPNAG46nbgs6jXPGvv,audio_features
0.922,146.078,0.641,pop,-4.457,0.0862,0.847,0.0786,76,Can't Hold Us (feat. Ray Dalton),2012.0,0.0,0.0291,3bidbhpOYeV4knp8AIu8Xn,audio_features
0.89,128.011,0.706,pop,-4.444,0.306,0.684,0.0688,76,Good Feeling,2012.0,0.00286,0.0588,2LEF1A8DOZ9wRYikWgVlZ8,audio_features
0.86,93.989,0.737,pop,-2.652,0.0574,0.656,0.0593,76,Con Calma,2019.0,1.94e-06,0.11,5w9c2J52mkdntKOmRLeM2m,audio_features
0.869,127.966,0.616,electronic,-3.911,0.064,0.473,0.0327,76,Club Can't Handle Me (feat. David Guetta),2010.0,0.0,0.0283,6ebkx7Q5tTxrCxKq4GYj0Y,audio_features
0.766,130.001,0.762,latin,-3.955,0.128,0.442,0.0343,76,Pepas,2021.0,6.98e-05,0.00776,5fwSHlTEWpluwOM0Sxnh5k,audio_features
0.805,142.096,0.548,hip-hop,-5.732,0.408,0.649,0.351,76,Dior,2019.0,0.000405,0.212,79s5XnCN4TJKTVMSmOx8Ep,audio_features
0.673,203.812,0.492,pop,-5.431,0.137,0.488,0.0347,76,Last Night,2023.0,0.0,0.413,59uQI0PADDKeE6UZDTJEe8,audio_features
0.719,104.033,0.707,latin,-4.963,0.371,0.701,0.0395,76,DURO,2024.0,2e-06,0.223,1kyLInQ2qgYbK4wZxllfV2,audio_features
0.69,151.991,0.839,latin,-4.464,0.176,0.744,0.0615,76,Un Coco,2022.0,8.33e-06,0.207,6VrQTLzzuyGIYjUDe4kAZk,audio_features
0.737,101.923,0.779,latin,-4.667,0.0974,0.445,0.109,76,Imagínate,2024.0,0.0,0.134,4zbEItKoaRId1vRZkoO0Uh,audio_features
0.486,163.9,0.687,pop,-8.673,0.115,0.792,0.0579,76,Tip Toe,2023.0,0.126,0.587,0MJ5wKsPEeihONNfugHGy7,audio_features
0.507,130.007,0.872,hip-hop,-6.323,0.111,0.506,0.072,76,HIM ALL ALONG,2024.0,0.0,0.195,2EKL77lwxvo615Ga7VjEUl,audio_features
0.657,107.01,0.753,pop,-3.061,0.112,0.437,0.0449,76,The Middle,2018.0,0.0,0.171,09IStsImFySgyp0pIQdqAc,audio_features
0.69,125.004,0.847,electronic,-7.877,0.0526,0.692,0.0493,76,Ferrari,2022.0,6e-05,0.0127,4zN21mbAuaD0WqtmaTZZeP,audio_features
0.5,63.925,0.427,hip-hop,-8.269,0.127,0.269,0.141,76,25,2024.0,0.0,0.286,0U60hgxzGit7juEuHul2y3,audio_features
0.426,84.876,0.674,pop,-9.504,0.132,0.337,0.122,76,Royals,2013.0,0.0,0.12,2dLLR6qlu5UJ5gk0dKz0h3,audio_features
0.809,98.007,0.723,pop,-3.081,0.565,0.274,0.0625,76,Lean On (feat. MØ & DJ Snake),2015.0,0.00123,0.00346,2YWjW3wwQIBLNhxWKBQd16,audio_features
0.673,92.06,0.453,latin,-5.649,0.131,0.266,0.144,76,Fuera del mercado,2022.0,0.0,0.32,1UdzJEpgJxtuXAlCOvD4S0,audio_features
0.741,119.896,0.72,electronic,-6.529,0.289,0.357,0.0287,75,Dancin (feat. Luvli) - Krono Remix,2014.0,1.41e-05,0.101,6WkJ2OK163XXS2oARUC9JM,audio_features
0.51,119.994,0.829,electronic,-9.334,0.0829,0.45,0.0369,75,Waves - Robin Schulz Radio Edit,2014.0,0.00143,0.00821,1HFfMOxCAT4GAwaPfCdmUs,audio_features
0.702,129.948,0.686,pop,-5.325,0.204,0.29,0.0455,75,Break Free,2014.0,4.46e-05,0.00637,12KUFSHFgT0XCoiSlvdQi4,audio_features
0.896,101.216,0.67,electronic,-4.673,0.344,0.403,0.058,75,Thunder,2021.0,3.21e-05,0.0342,2USlegnFJLrVLpoVfPimKB,audio_features
0.648,179.951,0.644,latin,-4.601,0.135,0.44,0.118,75,Yonaguni,2021.0,0.0,0.276,2JPLbjOn0wPCngEot2STUS,audio_features
0.872,126.05,0.56,pop,-4.269,0.371,0.682,0.14,75,Good Time,2012.0,6.98e-06,0.0239,1kPpge9JDLpcj15qgrPbYX,audio_features
0.627,89.998,0.742,hip-hop,-8.939,0.269,0.356,0.0533,75,Cheques,2023.0,1.23e-05,0.262,4eBvRhTJ2AcxCsbfTUjoRp,audio_features
0.88,180.011,0.72,latin,-2.834,0.153,0.463,0.101,75,BELLAKEO,2023.0,0.06,0.0562,05WVKTdZhlIMX4qqMLuo0f,audio_features
0.856,136.0,0.691,latin,-5.035,0.0876,0.713,0.0536,75,Cholo 7,2024.0,5.09e-05,0.2,06ONHS2cu9I7fvzTz3NQvq,audio_features
0.54,116.947,0.759,pop,-6.039,0.0945,0.75,0.0287,75,Señorita,2019.0,0.0,0.037,0TK2YIli7K1leLovkQiNik,audio_features
0.476,129.992,0.793,latin,-10.515,0.115,0.578,0.0406,75,ELOVRGA,2023.0,0.0,0.132,2TJKY0WSFufZOzbRNgl6zE,audio_features
0.74,117.955,0.748,latin,-3.643,0.087,0.618,0.0387,75,Ese Vato No Te Queda,2024.0,0.000109,0.0292,4Ndjd6DhKIC5IPoBIrMQuX,audio_features
0.766,127.975,0.735,electronic,-4.485,0.108,0.6,0.0383,75,We Found Love,2011.0,0.00141,0.025,0U10zFw4GlBacOy9VDGfGL,audio_features
0.593,119.958,0.79,electronic,-9.204,0.065,0.72,0.0776,75,Alors on danse - Radio Edit,2010.0,0.00202,0.0983,2GYHyAoLWpkxLVa4oYTVko,audio_features
0.751,91.031,0.706,pop,-6.323,0.168,0.195,0.0708,75,Replay,2009.0,0.0,0.173,4E5P1XyAFtrjpiIxkydly4,audio_features
0.733,97.974,0.825,hip-hop,-5.625,0.112,0.62,0.0969,75,Rich Nigga Shit (feat. Young Thug),2020.0,0.0,0.349,3ruoIF2UnoXdzK8mR61ebq,audio_features
0.724,83.118,0.569,latin,-4.076,0.27,0.562,0.0474,75,un x100to,2023.0,0.0,0.228,6pD0ufEQq0xdHSsRbg9LBK,audio_features
0.876,129.998,0.671,electronic,-5.681,0.0823,0.964,0.0352,75,(It Goes Like) Nanana - Edit,2023.0,0.188,0.12,23RoR84KodL5HWvUTneQ1w,audio_features
0.498,122.016,0.876,latin,-7.511,0.143,0.428,0.0478,75,Neverita,2022.0,0.0,0.0706,31i56LZnwE6uSu3exoHjtB,audio_features
0.67,139.956,0.79,hip-hop,-5.527,0.119,0.408,0.105,75,N95,2022.0,2.32e-06,0.377,0fX4oNGBWO3dSGUZcVdVV2,audio_features
0.346,119.957,0.963,hip-hop,-9.309,0.108,0.562,0.53,75,Yes Indeed,2018.0,0.0,0.0355,6vN77lE9LK6HP2DewaN6HZ,audio_features
0.595,108.02,0.777,latin,-6.79,0.0669,0.546,0.0375,75,Otro Atardecer,2022.0,0.00139,0.59,0E0DRHf5PfMeor0ZCwB3oT,audio_features
0.512,144.926,0.848,hip-hop,-7.757,0.101,0.881,0.118,75,One Love,2023.0,0.00645,0.284,5ZLkihi6DVsHwDL3B8ym1t,audio_features
0.722,121.964,0.587,electronic,-6.983,0.543,0.466,0.0709,75,Baianá,2020.0,0.668,0.000754,780be5fB7823aHG06mwTat,audio_features
0.675,79.31,0.627,latin,-7.125,0.0784,0.961,0.212,75,UN PESO,2019.0,0.0,0.125,7hynhxDoDpgMIV12JuVtNa,audio_features
0.617,173.97,0.703,latin,-5.696,0.433,0.486,0.151,75,BBY BOO - REMIX,2024.0,6.11e-06,0.215,43PiEypaceH339CSNiggyj,audio_features
0.356,83.679,0.708,hip-hop,-9.738,0.112,0.569,0.075,75,Tu hai kahan,2023.0,6.54e-05,0.437,3zSSCPpLZ5Oc8nelhhGjKz,audio_features
0.577,119.986,0.795,electronic,-9.638,0.051,0.206,0.0648,75,Yamore,2024.0,0.147,0.00263,480j122Gpi252OIfy4SNzm,audio_features
0.792,119.054,0.627,pop,-4.311,0.0845,0.415,0.031,75,Love Story (Taylor’s Version),2021.0,3.97e-06,0.13,6YvqWjhGD8mB5QXcbcUKtx,audio_features
0.586,130.012,0.891,hip-hop,-4.665,0.213,0.954,0.121,75,"I'm Good Luv, Enjoy.",2019.0,0.0,0.0833,3RKLJPyyMZfwebsePAzqjL,audio_features
0.594,125.01,0.694,latin,-8.39,0.131,0.672,0.0366,75,EN MI MUNDO,2024.0,0.0,0.396,0lQogzZgV4XwuUTasz3nPL,audio_features
0.88,169.949,0.49,hip-hop,-4.856,0.103,0.392,0.0435,75,Chemical,2023.0,0.0,0.00154,5w40ZYhbBMAlHYNDaVJIUu,audio_features
0.665,94.329,0.583,hip-hop,-3.885,0.112,0.463,0.18,75,Imagina esse Cenário,2024.0,0.0,0.314,2fjqfFUq64thFsqfKN01kS,audio_features
0.573,109.928,0.731,latin,-10.059,0.113,0.145,0.0544,75,DÁKITI,2020.0,5.22e-05,0.401,4MzXwWMhyBbmu6hOcLVD49,audio_features
0.73,156.953,0.729,hip-hop,-5.14,0.118,0.41,0.261,75,"Crazy Story, Pt. 3",2019.0,4.33e-05,0.00165,23TwR29GSeJBfXnXhmDlwR,audio_features
0.791,92.603,0.639,latin,-4.443,0.362,0.933,0.254,75,QUE PRETENDES,2019.0,0.0,0.0275,25ZAibhr3bdlMCLmubZDVt,audio_features
0.78,171.285,0.461,hip-hop,-5.004,0.181,0.448,0.363,75,Winning Speech,2024.0,0.0,0.128,3FqtduiaqnFYvBgKuc6QWQ,audio_features
