energy,tempo,danceability,playlist_genre,loudness,liveness,valence,speechiness,track_popularity,track_name,track_album_release_date,instrumentalness,acousticness,id,type
0.814,144.991,0.625,hip-hop,-5.181,0.158,0.535,0.0657,75,Come & Go (with Marshmello),2020.0,0.0,0.0172,2Y0wPrPQBrGhoLn14xRYCG,audio_features
0.842,132.032,0.706,pop,-3.956,0.0688,0.861,0.0417,74,Hot N Cold,2008.0,0.0,7.73e-05,0iGckQFyv6svOfAbAY9aWJ,audio_features
0.683,159.878,0.515,pop,-5.099,0.392,0.572,0.0371,74,Wide Awake,2012.0,2.64e-06,0.0749,5JLv62qFIS1DR3zGEcApRt,audio_features
0.706,92.513,0.482,pop,-5.762,0.105,0.144,0.0607,74,Girl on Fire,2012.0,0.00106,0.135,4esOae7i4rqTbAu9o5Pxco,audio_features
0.725,105.016,0.711,latin,-8.315,0.11,0.53,0.0941,74,soso,2022.0,0.129,0.424,1wADwLSkYhrSmy4vdy6BRn,audio_features
0.495,129.062,0.864,pop,-7.036,0.0992,0.72,0.037,74,Somebody That I Used To Know,2011.0,0.000133,0.591,4wCmqSrbyCgxEXROQE6vtV,audio_features
0.641,141.931,0.529,electronic,-6.78,0.102,0.089,0.0336,74,I'm God,2020.0,0.76,0.0711,0FVuyC9RP5MACjp4lgU3qZ,audio_features
0.598,83.836,0.55,latin,-5.402,0.0955,0.543,0.0831,74,Una Vez,2020.0,2.58e-06,0.132,5J7teKIJGtqVypgYI6sqXj,audio_features
0.637,120.033,0.847,electronic,-8.751,0.121,0.0509,0.0587,74,Mwaki,2023.0,0.201,0.201,5KTZgG84bKFGm53lhLtTqc,audio_features
0.989,126.002,0.621,electronic,-4.225,0.184,0.0348,0.0434,74,Love Tonight (David Guetta Remix Edit),2021.0,0.357,0.015,2prnn41CblB8B4yWACDljP,audio_features
0.765,174.021,0.691,latin,-4.727,0.203,0.855,0.111,74,Hasta Que Dios Diga,2020.0,3.29e-06,0.464,06s3QtMJVXw1AJX3UfvZG1,audio_features
0.603,129.928,0.9,latin,-5.313,0.134,0.824,0.0646,74,Si Veo a Tu Mamá,2020.0,4.81e-06,0.402,41wtwzCZkXwpnakmwJ239F,audio_features
0.86,175.896,0.725,latin,-3.726,0.0674,0.791,0.182,74,Volví,2021.0,0.000284,0.422,2vmfvSoZBFAt9hhRoEByLi,audio_features
0.8,143.978,0.652,latin,-4.019,0.112,0.234,0.0614,74,WHERE SHE GOES,2023.0,0.629,0.143,7ro0hRteUMfnOioTFI5TG1,audio_features
0.618,81.993,0.856,latin,-4.892,0.0866,0.391,0.286,74,LA NOCHE DE ANOCHE,2020.0,0.0,0.0303,2XIc1pqjXV3Cr2BQUGNBck,audio_features
0.615,84.07,0.775,hip-hop,-5.682,0.0595,0.918,0.368,74,Russian Bandana,2024.0,0.0,0.304,1dFrZr9eMUsFqeag04ClqD,audio_features
0.627,118.093,0.788,electronic,-9.072,0.232,0.909,0.0751,74,Imagine,2024.0,0.0,0.693,6IcsbETuviVu6UTiBTcxY4,audio_features
0.255,95.978,0.375,electronic,-12.279,0.0845,0.331,0.0377,74,Love Story,2014.0,0.0,0.815,6nGeLlakfzlBcFdZXteDq7,audio_features
0.892,97.008,0.791,latin,-2.58,0.0609,0.916,0.0521,74,QUEMA,2023.0,0.000355,0.0509,2hn2zOA2XFlv6DSmesylrL,audio_features
0.444,150.96,0.703,pop,-9.331,0.0973,0.712,0.0417,74,I'm Yours,2008.0,0.0,0.559,1EzrEOXmMH3G43AXT1y7pA,audio_features
0.691,119.96,0.823,hip-hop,-7.322,0.1,0.707,0.197,74,SPIDER,2024.0,1.73e-06,0.0774,2fFTn0f94EopgZyfSGQuyK,audio_features
0.586,126.684,0.553,pop,-6.319,0.0813,0.443,0.0362,74,Be Alright,2018.0,0.0,0.697,3EPXxR3ImUwfayaurPi3cm,audio_features
0.718,105.002,0.848,latin,-4.385,0.116,0.564,0.0557,74,SEXO ES LA MODA,2024.0,1.9e-05,0.183,4U80gkwi6Qk0fBRcDuzn3E,audio_features
0.527,77.499,0.824,hip-hop,-5.506,0.368,0.212,0.118,74,Tailor Swif,2024.0,0.0,0.149,5xMjhZKSo8yh5r9b5vrYRr,audio_features
0.861,117.965,0.73,electronic,-4.1,0.213,0.704,0.0451,74,Perfect Strangers,2018.0,0.0,0.39,3P3pw6C19j31Rnzgo3JG7o,audio_features
0.496,86.003,0.889,hip-hop,-6.365,0.252,0.544,0.0905,74,Going Bad (feat. Drake),2018.0,0.0,0.259,2IRZnDFmlqMuOrYOLnZZyc,audio_features
0.578,124.005,0.916,hip-hop,-6.275,0.113,0.192,0.124,74,TEFLON DON,2024.0,0.00402,0.00349,2jnezASa7o0lP6aif6VrIf,audio_features
0.805,126.008,0.506,electronic,-4.119,0.0856,0.383,0.0469,74,Runaway (U & I),2015.0,0.00193,0.00711,46lFttIf5hnUZMGvjK0Wxo,audio_features
0.616,103.071,0.797,latin,-10.229,0.0979,0.451,0.375,74,Andrea,2022.0,0.000293,0.762,44XjoNvtwevktFKjvVe1vH,audio_features
0.673,87.961,0.818,latin,-7.542,0.172,0.695,0.148,74,512,2021.0,0.0,0.348,5jzEwSyyymBlf1fa1o39T2,audio_features
0.842,111.038,0.625,pop,-5.285,0.181,0.26,0.0376,74,Like a Prayer,2009.0,2.12e-05,0.264,1z3ugFmUKoCzGsI6jdY4Ci,audio_features
0.852,119.892,0.779,electronic,-3.353,0.212,0.601,0.0651,74,Est-ce que tu m'aimes ? - Pilule bleue,2015.0,0.0,0.235,3a9TMd2Yrza6HXqqlfMtfy,audio_features
0.886,120.032,0.655,electronic,-5.227,0.277,0.778,0.0502,74,Supernova Love,2024.0,0.0,0.066,5sTLGx6c7YRwnrWm6O091n,audio_features
0.903,74.988,0.52,pop,-5.497,0.254,0.652,0.042,74,Someone To You,2019.0,0.0,0.00517,2f0pn9DkEJwAzXApnFh5cr,audio_features
0.634,113.927,0.704,electronic,-7.374,0.0952,0.411,0.0428,74,Firestone,2016.0,3.17e-05,0.393,1I8tHoNBFTuoJAlh4hfVVE,audio_features
0.793,87.024,0.545,electronic,-3.615,0.335,0.411,0.0371,74,Alibi (feat. Rudimental),2024.0,0.00281,0.191,5Jpz4nv8nA6FIYO5gEyQa2,audio_features
0.706,140.017,0.863,latin,-5.555,0.0786,0.686,0.103,73,Coco Chanel,2023.0,4.43e-05,0.143,0PB0O24JqAuNdOAFVJljMS,audio_features
0.455,99.958,0.796,hip-hop,-7.763,0.156,0.352,0.0997,73,9:45,2023.0,3.59e-06,0.637,6c4Po8zyQjB4cR5XgLhcGb,audio_features
0.761,147.216,0.649,hip-hop,-4.204,0.207,0.313,0.152,73,I CAN’T LET GO,2024.0,0.0,0.00694,1Ftb0PK0Qqwax3gofiMd2X,audio_features
0.599,119.993,0.853,pop,-4.756,0.0759,0.843,0.0411,73,Blurred Lines,2013.0,7.93e-06,0.00334,0n4bITAu0Y0nigrz3MFJMb,audio_features
0.8,139.918,0.498,hip-hop,-2.665,0.147,0.272,0.0503,73,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2019.0,0.0,0.0903,7CZyCXKG6d5ALeq41sLzbw,audio_features
0.545,97.008,0.809,hip-hop,-6.678,0.151,0.244,0.0734,73,Ballin' (with Roddy Ricch),2019.0,0.0,0.392,3QzAOrNlsabgbMwlZt7TAY,audio_features
0.688,153.979,0.659,latin,-4.649,0.113,0.632,0.0673,73,Volando - Remix,2021.0,0.0,0.207,0G2zPzWqVjR68iNPmx2TBe,audio_features
0.785,123.96,0.621,electronic,-4.499,0.0512,0.779,0.11,73,21 Reasons (feat. Ella Henderson),2022.0,5.92e-06,0.0165,1RF02Cf80mTaeNXG2P2boR,audio_features
0.538,141.894,0.52,hip-hop,-8.109,0.119,0.177,0.206,73,Self Care,2018.0,0.00187,0.367,5bJ1DrEM4hNCafcDd1oxHx,audio_features
0.568,117.973,0.78,electronic,-6.96,0.0698,0.459,0.031,73,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2018.0,0.000168,0.668,3c8iiZGfEammKJuWTErE5x,audio_features
0.382,155.901,0.541,pop,-14.323,0.304,0.343,0.035,73,i wanna be your girlfriend,2018.0,0.000836,0.0215,5PjdC2gMATetx5xdnwGUu7,audio_features
0.585,102.331,0.75,pop,-7.576,0.155,0.584,0.0285,73,4EVER,2018.0,0.00552,0.049,5mIOsPuQdXchVY0jB5NO9Q,audio_features
0.445,156.023,0.55,latin,-9.548,0.507,0.512,0.0847,73,Siento que merezco más,2024.0,0.00318,0.262,4Z6pPinNzkGtbgAlE88263,audio_features
0.774,112.05,0.674,electronic,-7.567,0.393,0.33,0.0892,73,ily (i love you baby) (feat. Emilee),2019.0,0.00188,0.0686,62aP9fBQKYKxi7PDXwcUAS,audio_features
0.791,92.023,0.86,latin,-4.784,0.106,0.887,0.0568,73,A Tu Merced,2020.0,0.000106,0.169,4r9jkMEnArtWGH2rL2FZl0,audio_features
0.449,136.006,0.578,hip-hop,-6.349,0.119,0.1,0.286,73,Wants and Needs (feat. Lil Baby),2021.0,2.17e-06,0.0618,65OVbaJR5O1RmwOQx0875b,audio_features
0.681,99.998,0.725,latin,-5.277,0.107,0.762,0.0376,73,Gata Only (Remix),2024.0,0.0,0.318,0JGTfiC4Z41GEEpMYLbWwO,audio_features
0.421,95.977,0.852,hip-hop,-9.153,0.106,0.457,0.208,73,Rich Spirit,2022.0,2.28e-06,0.428,1QPreu0BNOrUfEb8HTd2qG,audio_features
0.786,196.12,0.663,latin,-3.51,0.219,0.579,0.195,73,La Corriente,2022.0,0.0,0.229,1797zYiX4cKosMH836X9Gt,audio_features
0.707,127.963,0.771,latin,-6.404,0.0745,0.317,0.055,73,MEMORIAS,2022.0,0.0,0.389,2hLXUbsOU9cDb9RFva9FYr,audio_features
0.798,120.012,0.719,pop,-4.582,0.134,0.591,0.0361,73,Teenage Dream,2010.0,2.34e-06,0.0162,5jzKL4BDMClWqRguW5qZvh,audio_features
0.699,122.987,0.811,pop,-5.211,0.148,0.733,0.114,73,Don't Worry (with Ray Dalton) - Radio Edit,2015.0,1.38e-06,0.0726,63CSozvYUEudPp12679UVF,audio_features
0.646,127.978,0.946,hip-hop,-6.604,0.0643,0.961,0.21,73,Still Think About You,2016.0,0.0,0.219,2FTeQQ5Rg9tBpgpTF5mnhE,audio_features
0.463,121.999,0.778,electronic,-7.603,0.0731,0.496,0.0389,73,Hear Me Now,2016.0,0.00289,0.546,39cmB3ZoTOLwOTq7tMNqKa,audio_features
0.637,135.055,0.851,hip-hop,-6.149,0.227,0.616,0.104,73,Brindis,2024.0,0.0,0.225,1Bb422wJR14f7sA77gGs0V,audio_features
0.781,128.0,0.509,electronic,-3.48,0.0749,0.176,0.072,73,Clarity,2012.0,0.0,0.0398,60wwxj6Dd9NJlirf84wr2c,audio_features
0.681,101.005,0.798,electronic,-4.818,0.137,0.434,0.0722,73,Seya,2023.0,0.00197,0.219,5EVY9jwZDhgyLDyNGCGWYh,audio_features
0.647,117.737,0.581,electronic,-7.335,0.304,0.257,0.0614,73,Gatluak - Bakermat Remix,2021.0,0.0502,0.0778,0GT2hQQ6mdHeW0AZDl5NlJ,audio_features
0.653,142.347,0.493,hip-hop,-5.666,0.511,0.852,0.0466,73,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),2021.0,0.0,0.269,5B0kgjHULYJhAQkK5XsMoC,audio_features
0.73,85.979,0.596,electronic,-4.091,0.325,0.525,0.151,73,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2014.0,0.0,0.24,285HeuLxsngjFn4GGegGNm,audio_features
0.931,113.026,0.753,pop,-4.922,0.234,0.767,0.0653,73,4 Minutes (feat. Justin Timberlake & Timbaland),2009.0,0.00696,0.00994,1oHClQEgDmmbcEx12Kc5nZ,audio_features
0.806,123.009,0.763,latin,-4.946,0.0612,0.594,0.0532,73,JACKPOT,2024.0,1.32e-05,0.0012,23W44WWCP8SibyP292TWo5,audio_features
0.862,128.036,0.498,electronic,-6.02,0.352,0.469,0.0588,73,Infinity 2008 - Klaas Vocal Edit,2008.0,0.00918,0.000313,3aQz0z86zrKjd1mcZlonxE,audio_features
0.714,175.924,0.564,pop,-4.987,0.155,0.33,0.129,73,Fight Song,2016.0,0.0,0.0549,37f4ITSlgPX81ad2EvmVQr,audio_features
0.91,130.032,0.528,electronic,-7.309,0.0938,0.137,0.0366,73,Dark Beach,2015.0,0.764,0.346,7fqjWHXf330QwnfaAWB2Dr,audio_features
0.857,119.975,0.56,electronic,-4.145,0.381,0.432,0.0384,73,King,2015.0,0.0,0.0594,3AeicLnm55RqcXGBKYQolM,audio_features
0.758,165.409,0.681,hip-hop,-6.524,0.555,0.331,0.188,73,née-nah,2024.0,0.0,0.00465,2yUzr8Sr6ldG8vmHhZwTnz,audio_features
0.692,140.203,0.637,hip-hop,-7.231,0.345,0.427,0.164,73,Light Year (Practice),2024.0,0.0,0.0153,3NE6g9h77FZbQqCLzUpGRt,audio_features
0.396,78.022,0.726,hip-hop,-9.121,0.527,0.413,0.283,73,Both Ways,2024.0,0.0,0.269,2FRc9wqgIjg2E3bH13ww6U,audio_features
0.331,72.023,0.459,pop,-12.603,0.135,0.271,0.0421,73,Arcade,2019.0,0.00104,0.817,1Xi84slp6FryDSCbzq4UCD,audio_features
0.695,104.879,0.583,electronic,-5.336,0.0527,0.224,0.0423,73,Middle,2016.0,0.0,0.0138,0g5EKLgdKvNlln7TNqBByK,audio_features
0.531,118.96,0.566,hip-hop,-6.635,0.179,0.367,0.0716,73,Nena Maldición (feat. Lenny Tavárez),2019.0,0.0,0.192,77dMSg2VHi2wwXjXNrmcrZ,audio_features
0.724,94.601,0.847,latin,-5.41,0.118,0.396,0.298,73,FINA,2023.0,1.11e-06,0.0869,3nNmRE0DxHC6ZaKkrpUumS,audio_features
0.735,99.827,0.697,hip-hop,-4.16,0.099,0.403,0.0497,73,CANZONE D'ODIO (feat. Lil Baby),2024.0,0.0,0.172,4CNfC20TImtjdwN3dG0uCF,audio_features
0.709,78.53,0.749,hip-hop,-6.385,0.329,0.564,0.259,73,Help Me,2024.0,0.0,0.155,487JCvAXVblflZyDJn3fSp,audio_features
0.369,140.004,0.735,hip-hop,-9.682,0.126,0.235,0.0688,73,Suicidal,2019.0,0.0,0.334,1iSqfoUFnQwV0QW1EfUit8,audio_features
0.0867,129.989,0.696,pop,-25.203,0.108,0.349,0.0418,73,Better,2022.0,0.922,0.988,0Z94dtWElamDwU4NrcGoUR,audio_features
0.533,120.011,0.794,hip-hop,-8.206,0.207,0.15,0.0591,73,PLUTOSKI,2024.0,2.76e-05,0.14,2t4H61OtTYgmDe61KxkjKH,audio_features
0.671,179.987,0.684,hip-hop,-6.424,0.0769,0.45,0.289,73,Ransom (with Juice WRLD) - Remix,2019.0,0.0,0.0119,2WsuSYJNXGKXVYkHPnq2yp,audio_features
0.622,102.04,0.69,electronic,-5.025,0.116,0.544,0.0622,73,Stay,2017.0,0.0,0.253,6uBhi9gBXWjanegOb2Phh0,audio_features
0.732,149.012,0.841,hip-hop,-5.186,0.136,0.576,0.19,73,Ambition For Cash,2021.0,2.18e-05,0.0115,4mIHgQ3ofK2RK34UdbqMbe,audio_features
0.718,89.906,0.716,hip-hop,-5.348,0.192,0.91,0.148,73,Bandana,2024.0,0.0,0.0452,7KQdgW7QzNd9oPoCzjCU76,audio_features
0.638,82.81,0.677,hip-hop,-8.631,0.193,0.435,0.333,73,Love Yourz,2014.0,0.0,0.589,2e3Ea0o24lReQFR4FA7yXH,audio_features
0.88,92.055,0.753,hip-hop,-3.165,0.146,0.582,0.081,73,1993,2024.0,0.0,0.455,6QsHhB0W9GtLF3cI7mUVkQ,audio_features
0.855,75.031,0.605,electronic,-4.414,0.098,0.302,0.329,72,Around The World,2024.0,0.000709,0.473,47KhhDku9RLDsWIJjYaXDs,audio_features
0.76,129.996,0.702,pop,-3.174,0.132,0.696,0.0684,72,I Kissed A Girl,2008.0,0.0,0.00226,14iN3o8ptQ8cFVZTEmyQRV,audio_features
0.62,120.031,0.798,electronic,-7.079,0.112,0.235,0.232,72,The Business,2020.0,0.0192,0.414,6f3Slt0GbA2bPZlz0aIFXN,audio_features
0.821,125.051,0.848,electronic,-5.408,0.0962,0.249,0.0527,72,Move Your Body,2021.0,0.000403,0.0169,6GomT970rCOkKAyyrwJeZi,audio_features
0.598,107.732,0.733,pop,-8.228,0.156,0.935,0.0278,72,Last Christmas - Single Version,2023.0,3.71e-06,0.212,06qMRF18gwbOYYbnP2du6i,audio_features
0.736,130.011,0.75,electronic,-4.168,0.265,0.355,0.155,72,Party Rock Anthem,2011.0,0.0,0.0202,7mitXLIMCflkhZiD34uEQI,audio_features
0.616,104.008,0.773,latin,-4.516,0.145,0.25,0.0416,72,SE TE NOTA (feat. Peso Pluma),2024.0,4.24e-05,0.0565,1iIrqtbY2aogEHhQkmrV7w,audio_features
0.942,120.0,0.762,electronic,-6.432,0.115,0.038,0.038,72,Hold Me,2023.0,0.764,0.586,4SnuG111QPmgwRmlwhJ4Mg,audio_features
0.586,120.97,0.799,electronic,-6.735,0.193,0.549,0.0377,72,Rather Be (feat. Jess Glynne),2014.0,2.03e-06,0.162,61dCUoMCg28qEBzrW6htYM,audio_features
0.937,132.067,0.727,pop,-2.871,0.091,0.749,0.286,72,Gangnam Style (강남스타일),2012.0,0.0,0.00417,03UrZgTINDqvnUMbbIMhql,audio_features
0.71,89.929,0.5,pop,-3.015,0.329,0.419,0.0339,72,Demons,2012.0,0.00025,0.19,3LlAyCYU26dvFZBDUIMb7a,audio_features
0.588,113.608,0.491,pop,-6.177,0.0906,0.193,0.0506,72,What About Us,2017.0,2.01e-06,0.0281,0Qh38w01QRXK6KHIv0e3hb,audio_features
0.718,128.14,0.76,hip-hop,-3.017,0.0982,0.557,0.232,72,Pa Ti,2017.0,0.0,0.348,2QrGCbW0ylj94JfkgLZFlA,audio_features
0.415,114.145,0.728,pop,-6.852,0.0616,0.455,0.0639,72,Issues,2017.0,0.0,0.401,7vu0JkJh0ldukEYbTVcqd0,audio_features
0.672,93.999,0.817,latin,-5.612,0.13,0.774,0.299,72,Si Se Da - Remix,2019.0,0.0,0.441,6K5BsR04ijf3FHNzjbaagD,audio_features
0.81,126.052,0.572,electronic,-5.791,0.13,0.11,0.0558,72,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2013.0,6.53e-06,0.0157,6PUIzlqotEmPuBfjbwYWOB,audio_features
0.876,129.884,0.666,pop,-3.078,0.259,0.552,0.0414,72,Where Them Girls At (feat. Nicki Minaj & Flo Rida),2012.0,0.0,0.055,7ks6AZmFcm3Y6PGGxGSmlB,audio_features
0.577,148.107,0.797,hip-hop,-5.617,0.301,0.17,0.195,72,Wake Up & Bake Up,2024.0,0.0,0.0174,7MBHncxZXB7fzf5cAx8C05,audio_features
0.685,121.991,0.731,hip-hop,-4.707,0.0865,0.458,0.12,72,FIELD TRIP,2024.0,0.0,0.054,3lCb7ZYE3Fvie4JOPqpXfY,audio_features
0.731,174.516,0.552,hip-hop,-6.873,0.258,0.632,0.615,72,DUCKWORTH.,2017.0,0.0,0.0536,0y9uTzK9cNKSAEHnpeRG8C,audio_features
0.699,129.054,0.92,hip-hop,-6.635,0.0745,0.484,0.358,72,Gang Baby,2024.0,0.0,0.00768,76Ku9OBFK1NjMylR8r4WLK,audio_features
0.624,176.169,0.61,latin,-4.773,0.243,0.244,0.309,72,Callaita,2019.0,2.12e-06,0.6,2TH65lNHgvLxCKXM3apjxI,audio_features
0.566,85.953,0.794,hip-hop,-8.35,0.151,0.68,0.0602,72,King Shit,2024.0,0.000168,0.301,1BpvuKIG7jK5EiTp2tv5z8,audio_features
0.637,92.025,0.811,latin,-4.835,0.118,0.471,0.0591,72,TE MUDASTE,2020.0,0.000572,0.234,5RubKOuDoPn5Kj5TLVxSxY,audio_features
0.575,145.95,0.713,hip-hop,-6.706,0.169,0.189,0.0501,72,That Go! (feat. T-Shyne),2021.0,0.0,0.00669,6rUmUJ2drFemHTH73bFAKQ,audio_features
0.829,96.172,0.607,latin,-4.074,0.107,0.685,0.379,72,Safaera,2020.0,0.0,0.0103,2DEZmgHKAvm41k4J3R2E9Y,audio_features
0.632,147.873,0.494,pop,-6.89,0.0869,0.0797,0.0342,72,You Say,2018.0,0.0,0.682,6Up545NUflOiXo8cEraH49,audio_features
0.445,50.827,0.286,pop,-8.087,0.114,0.278,0.0347,72,If You Love Her,2020.0,0.0,0.355,727Z2S2mtNH46CbP9EWPwY,audio_features
0.711,173.916,0.718,latin,-5.746,0.1,0.92,0.11,72,Ay Vamos,2014.0,5.52e-05,0.157,6Ges5C2IE738iJh4HyQizQ,audio_features
0.6,113.903,0.883,hip-hop,-7.188,0.0931,0.691,0.37,72,BOOKER T,2020.0,7.94e-06,0.114,26w9NTiE9NGjW1ZvIOd1So,audio_features
0.592,188.051,0.696,hip-hop,-6.281,0.127,0.232,0.319,72,Armed & Dangerous,2020.0,0.0,0.152,2297mxrYLBAC4XkhXs39If,audio_features
0.812,162.087,0.785,latin,-3.174,0.107,0.903,0.0644,72,Pa Ti Estoy,2023.0,0.0,0.147,3j5zNcb0aSk7dx3W3mAKzw,audio_features
0.483,171.831,0.753,latin,-6.436,0.0681,0.826,0.273,72,Ferxxoko,2024.0,0.0,0.0189,12VjaTNEaCfDlvW1XPZTQ9,audio_features
0.473,75.801,0.464,pop,-10.086,0.109,0.604,0.129,72,If the World Was Ending (feat. Julia Michaels),2019.0,0.0,0.866,2kJwzbxV2ppxnQoYw4GLBZ,audio_features
0.762,90.025,0.816,latin,-2.864,0.0845,0.782,0.0565,72,DEPORTIVO,2024.0,0.000404,0.534,0fKK51bU6lcCCwdNnv64t3,audio_features
0.752,158.042,0.638,hip-hop,-6.227,0.17,0.242,0.0385,72,GEEK TIMË,2024.0,0.734,0.0066,32ioWMgkyA6mFcXJMggBoz,audio_features
0.715,113.861,0.552,electronic,-9.291,0.0669,0.858,0.0524,72,A Bird's Last Look,2022.0,0.702,0.0286,5omLpU1N0uN51OSXL62VAM,audio_features
0.561,148.775,0.686,hip-hop,-9.929,0.114,0.186,0.191,72,Did It Again,2019.0,0.0,0.185,4guBZjUyrGoHsTahO3IHdj,audio_features
0.72,122.031,0.789,electronic,-5.652,0.129,0.664,0.218,72,Breaking Me,2019.0,0.0,0.223,3H7ihDc1dqLriiWXwsc2po,audio_features
0.413,146.05,0.747,hip-hop,-11.197,0.17,0.481,0.488,72,LET GO,2022.0,0.0,0.848,3zkyus0njMCL6phZmNNEeN,audio_features
0.803,67.536,0.284,hip-hop,-5.293,0.242,0.553,0.173,72,Jukebox Joints (feat. Joe Fox & Kanye West),2015.0,0.0,0.302,2gAGWaK4wvt2xrFUlR4mK8,audio_features
0.841,129.973,0.714,electronic,-5.942,0.596,0.865,0.0641,72,K.O.,2024.0,0.366,0.0622,7r2cCbhAbGUE4Izor1ZnlZ,audio_features
0.435,120.058,0.843,hip-hop,-8.442,0.147,0.19,0.178,72,Weekend (feat. Miguel),2015.0,0.0,0.47,6GnhWMhgJb7uyiiPEiEkDA,audio_features
0.711,117.038,0.974,hip-hop,-5.206,0.0888,0.328,0.194,72,NISSAN ALTIMA,2024.0,3.92e-05,0.0988,2dKkVF2m160z0RNDN2dddc,audio_features
0.662,95.999,0.863,latin,-5.855,0.334,0.307,0.21,72,Kamikaze (feat. Victor Mendivil),2024.0,8.45e-06,0.0843,6fKvGaO8Dfntvx4thaXtak,audio_features
0.86,76.54,0.575,hip-hop,-3.165,0.0973,0.834,0.23,72,A Cold Sunday,2024.0,0.0,0.298,1Y1jtaZOJYgXBl7lKdLc9o,audio_features
0.498,81.958,0.665,hip-hop,-8.185,0.0757,0.127,0.083,72,Go Flex,2016.0,0.0,0.23,5yuShbu70mtHXY0yLzCQLQ,audio_features
0.888,130.97,0.617,latin,-4.567,0.162,0.771,0.0402,72,Cómo Te Atreves,2016.0,0.0,0.0705,7M6CFruBrM5x7u0lTMtm6r,audio_features
0.985,127.99,0.801,pop,-2.69,0.297,0.72,0.0647,72,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,2012.0,6.86e-06,0.0205,3wLPRjw2XQpmowqXUXb3UF,audio_features
0.781,119.977,0.751,electronic,-3.724,0.036,0.814,0.0862,72,Dynamite,2010.0,0.0,0.0039,2CEgGE6aESpnmtfiZwYlbV,audio_features
0.72,79.983,0.508,pop,-5.908,0.0563,0.472,0.0628,71,Halo,2008.0,0.0,0.272,4JehYebiI9JE8sR8MisGVb,audio_features
0.711,146.921,0.487,pop,-4.22,0.152,0.317,0.0322,71,Running Wild,2024.0,0.0,0.000175,50zAEIE4B1QqhPjRMK2Xmh,audio_features
0.575,120.031,0.88,hip-hop,-6.091,0.109,0.671,0.163,71,Run It Up (feat. Offset & Moneybagg Yo),2021.0,0.0,0.415,1dg3qy5DjoJodawfOCgrTP,audio_features
0.906,125.916,0.711,electronic,-2.671,0.153,0.824,0.0284,71,I Love It (feat. Charli XCX),2013.0,1.64e-05,0.00952,2U8NXPTXZWG2O0ye2sYRiH,audio_features
0.631,105.989,0.648,hip-hop,-5.662,0.12,0.142,0.104,71,Maria I'm Drunk (feat. Justin Bieber & Young Thug),2015.0,0.0,0.38,6Yqmv7XJLCrQEauMbPGZSw,audio_features
0.802,100.001,0.713,electronic,-7.055,0.309,0.343,0.0561,71,Roses,2015.0,0.00377,0.0435,3vv9phIu6Y1vX3jcqaGz5Z,audio_features
0.821,140.039,0.777,electronic,-4.963,0.218,0.439,0.0595,71,Good Love,2023.0,0.0042,0.14,0ZVjgfaC2Ptrod9v6p9KFP,audio_features
0.594,129.995,0.853,electronic,-6.823,0.0469,0.83,0.0371,71,Never Walk Alone,2024.0,0.134,0.052,4HB7ECLzrbgapiZyLlFbxz,audio_features
0.828,123.907,0.587,pop,-5.108,0.331,0.493,0.161,71,Born This Way,2011.0,0.0,0.00327,30XU4suKzCeoCK9YFzdufg,audio_features
0.286,71.123,0.587,pop,-8.839,0.214,0.302,0.0315,71,In A Good Way,2021.0,0.0288,0.185,2VYnlKxB8jpbCeLUjQsebc,audio_features
0.779,128.028,0.937,latin,-3.539,0.0408,0.95,0.329,71,Que Se Cuide,2024.0,6.85e-05,0.22,22jhscHs2DoVqKG5vKJytQ,audio_features
0.416,94.926,0.492,pop,-10.439,0.203,0.297,0.0254,71,Sailor Song,2024.0,8.61e-05,0.686,0UYnhUfnUj5adChuAXvLUB,audio_features
0.711,102.984,0.822,latin,-4.943,0.083,0.934,0.0668,71,Lollipop,2023.0,1.46e-05,0.179,3cDyocF0Ibdfs1SFQk5cLZ,audio_features
0.694,95.0,0.703,latin,-4.808,0.12,0.298,0.0607,71,¿Qué Nos Pasó?,2022.0,5.8e-06,0.436,7k3qWn8D43a5ISa3x8lJux,audio_features
0.709,130.081,0.872,electronic,-7.472,0.0998,0.309,0.176,71,MANON B,2024.0,0.0,0.336,2PYlRGF5Wi5sDobsLH5gLX,audio_features
0.569,115.03,0.772,electronic,-7.006,0.117,0.525,0.062,71,PONA NINI,2024.0,0.0,0.235,6JCjcuo4VKAP4bHhbHj6fe,audio_features
0.638,184.086,0.378,pop,-5.576,0.0849,0.735,0.075,71,We Are Young (feat. Janelle Monáe),2012.0,7.66e-05,0.02,7a86XRg84qjasly9f6bPSD,audio_features
0.921,130.072,0.691,electronic,-1.702,0.331,0.8,0.0533,71,Play Hard (feat. Ne-Yo & Akon),2012.0,0.0,0.173,5YPMEOJ58kfl56VHxTgwx3,audio_features
0.603,135.993,0.735,hip-hop,-9.474,0.0844,0.429,0.203,71,Me Ama Me Odia,2016.0,3.56e-05,0.226,6TZXBJLTIOX6DM6hwCsKw2,audio_features
